,Unnamed: 0,First_Name,Last_Name,player_id,Position,Points,Free_Throw_Percent,Two_Pt_Percent,Three_Pt_Percent,Assists,Rebounds,Offensive_Rebounds,Steals,Personal_Fouls,Flagrant_Fouls,Tech_Fouls,Turnovers,Team,Home_Away,win,Team_points,Min_played,Crowd,Stadium_Cap,game_id,game_date,Player
7233,7233,Jasmine,Thomas,0ac8d024-ec11-4809-83f4-6277c1252617,G,9,100.0,0.5,0.0,3,4,0,2,1,0,0,1,Sun,0,0,81,24:51:00,6568,17072,c2dece60-12aa-4577-bff0-2e26af67d36f,2016-06-25T02:00:00+00:00,Jasmine Thomas
7237,7237,Alyssa,Thomas,87a32879-a19b-4603-86ce-1c8b0e4484ad,F,7,25.0,0.429,0.0,2,6,3,2,3,0,0,0,Sun,0,0,81,22:24,6568,17072,c2dece60-12aa-4577-bff0-2e26af67d36f,2016-06-25T02:00:00+00:00,Alyssa Thomas
7243,7243,Dearica,Hamby,693b6941-8999-40bb-a3a2-b77c34f1dc78,F,14,100.0,0.5,0.0,1,2,2,2,2,0,0,0,Stars,1,1,73,30:50:00,9439,18418,99d4058b-6e96-4ff0-b6d5-f58bfe6f3019,2016-06-26T00:00:00+00:00,Dearica Hamby
7255,7255,Layshia,Clarendon,b77b40a2-5844-48c0-bae2-5067516b2acf,G,13,50.0,0.6,66.7,2,2,0,0,4,0,0,1,Dream,0,0,69,29:31:00,9439,18418,99d4058b-6e96-4ff0-b6d5-f58bfe6f3019,2016-06-26T00:00:00+00:00,Layshia Clarendon
7262,7262,Damiris,Dantas,e040354c-4d44-405c-a7ac-d4d2cf9062e8,F,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Dream,0,0,69,0,9439,18418,99d4058b-6e96-4ff0-b6d5-f58bfe6f3019,2016-06-26T00:00:00+00:00,Damiris Dantas
7265,7265,Elizabeth,Williams,c8672dba-0deb-4cf1-8304-82365865edaa,C-F,9,75.0,0.3,0.0,1,10,4,2,1,0,0,2,Dream,0,0,69,39:15:00,9439,18418,99d4058b-6e96-4ff0-b6d5-f58bfe6f3019,2016-06-26T00:00:00+00:00,Elizabeth Williams
7291,7291,Tiffany,Mitchell,100f94c5-3a62-4300-98bb-fe587522c2a6,G,12,100.0,0.667,0.0,3,1,0,0,4,0,0,1,Fever,0,1,92,22:37,5206,7000,60a17d7f-e02a-472c-a491-6e83dc60641d,2016-06-26T00:30:00+00:00,Tiffany Mitchell
7315,7315,Diana,Taurasi,d9bce234-085d-4b85-be5f-9b7020b82e69,G,24,100.0,0.5,38.5,2,5,0,0,3,0,0,1,Mercury,0,1,104,37:16:00,9591,19812,804a5ada-0e06-434e-bc21-a69f106c712f,2016-06-26T19:00:00+00:00,Diana Taurasi
7317,7317,Candice,Dupree,411a199b-df5a-4ce5-ad15-386dd17e3f4b,F,26,100.0,0.846,0.0,1,8,1,2,2,0,0,1,Mercury,0,1,104,37:44:00,9591,19812,804a5ada-0e06-434e-bc21-a69f106c712f,2016-06-26T19:00:00+00:00,Candice Dupree
7318,7318,Courtney,Williams,45e35318-295a-4e1c-bfc6-c7b295ed5066,G,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Mercury,0,1,104,0,9591,19812,804a5ada-0e06-434e-bc21-a69f106c712f,2016-06-26T19:00:00+00:00,Courtney Williams
7320,7320,Tianna,Hawkins,91d7d573-663f-4d1d-98f7-64644f25a896,F,11,0.0,0.5,100.0,0,3,2,0,2,0,0,1,Mystics,1,1,87,17:53,6322,20308,af37110f-91a8-44a8-9f40-6033e19a0718,2016-06-26T20:00:00+00:00,Tianna Hawkins
7327,7327,Emma,Meesseman,7ae3b3fc-2bf3-4600-abd6-c5511f140246,C,20,100.0,0.727,100.0,1,3,1,1,1,0,0,0,Mystics,1,1,87,22:07,6322,20308,af37110f-91a8-44a8-9f40-6033e19a0718,2016-06-26T20:00:00+00:00,Emma Meesseman
7328,7328,Kahleah,Copper,6434f048-1c61-4a79-a990-73f51f46245e,F-G,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Mystics,1,1,87,0,6322,20308,af37110f-91a8-44a8-9f40-6033e19a0718,2016-06-26T20:00:00+00:00,Kahleah Copper
7337,7337,Natasha,Howard,46479ac7-5745-40d2-abc8-7c660ea759e4,F,1,50.0,0.0,0.0,2,1,1,0,3,0,0,1,Lynx,0,0,63,11:00,6322,20308,af37110f-91a8-44a8-9f40-6033e19a0718,2016-06-26T20:00:00+00:00,Natasha Howard
7345,7345,Candace,Parker,e2992444-14b7-4cc1-9880-a874e676d7fd,F,10,100.0,0.5,0.0,3,5,0,2,1,0,0,3,Sparks,1,1,80,31:13:00,9441,19060,0d4b03a3-9568-4c34-841e-3ab9a5d5e205,2016-06-26T21:00:00+00:00,Candace Parker
7350,7350,Nneka,Ogwumike,e49da6d1-dd65-44f9-9a5f-d60010d8c384,F,27,100.0,0.667,100.0,3,7,5,2,5,0,0,1,Sparks,1,1,80,30:31:00,9441,19060,0d4b03a3-9568-4c34-841e-3ab9a5d5e205,2016-06-26T21:00:00+00:00,Nneka Ogwumike
7351,7351,Chelsea,Gray,ca6b54e3-612d-4523-9582-b88e675f58de,G,9,0.0,0.6,100.0,2,1,0,0,0,0,0,1,Sparks,1,1,80,14:37,9441,19060,0d4b03a3-9568-4c34-841e-3ab9a5d5e205,2016-06-26T21:00:00+00:00,Chelsea Gray
7355,7355,Courtney,Williams,45e35318-295a-4e1c-bfc6-c7b295ed5066,G,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Sun,0,0,73,0,9441,19060,0d4b03a3-9568-4c34-841e-3ab9a5d5e205,2016-06-26T21:00:00+00:00,Courtney Williams
7356,7356,Alyssa,Thomas,87a32879-a19b-4603-86ce-1c8b0e4484ad,F,11,75.0,0.5710000000000001,0.0,7,9,2,0,5,0,0,3,Sun,0,0,73,30:06:00,9441,19060,0d4b03a3-9568-4c34-841e-3ab9a5d5e205,2016-06-26T21:00:00+00:00,Alyssa Thomas
7361,7361,Jasmine,Thomas,0ac8d024-ec11-4809-83f4-6277c1252617,G,14,0.0,0.5379999999999999,0.0,5,4,0,1,1,0,0,5,Sun,0,0,73,33:59:00,9441,19060,0d4b03a3-9568-4c34-841e-3ab9a5d5e205,2016-06-26T21:00:00+00:00,Jasmine Thomas
7370,7370,Breanna,Stewart,6fa763e6-846f-4f9d-a4ce-256d8b328424,F,38,84.6,0.75,75.0,3,6,0,3,3,0,0,4,Storm,1,1,84,34:15:00,4648,17072,0c1279ce-2d18-4124-9cc5-2dbcc88051e4,2016-06-29T02:00:00+00:00,Breanna Stewart
7376,7376,Alysha,Clark,b478ebc6-8b1f-4d39-9707-048d24a88c26,F,4,100.0,0.25,0.0,1,1,0,1,0,0,0,1,Storm,1,1,84,25:39:00,4648,17072,0c1279ce-2d18-4124-9cc5-2dbcc88051e4,2016-06-29T02:00:00+00:00,Alysha Clark
7378,7378,Jewell,Loyd,0825c65d-b903-4dd3-8206-e5f7d31bb2b8,G,7,100.0,0.2,20.0,5,4,1,0,1,0,0,3,Storm,1,1,84,29:49:00,4648,17072,0c1279ce-2d18-4124-9cc5-2dbcc88051e4,2016-06-29T02:00:00+00:00,Jewell Loyd
7383,7383,Layshia,Clarendon,b77b40a2-5844-48c0-bae2-5067516b2acf,G,4,0.0,1.0,0.0,2,1,0,0,1,0,0,0,Dream,0,0,81,9:51,4648,17072,0c1279ce-2d18-4124-9cc5-2dbcc88051e4,2016-06-29T02:00:00+00:00,Layshia Clarendon
7390,7390,Elizabeth,Williams,c8672dba-0deb-4cf1-8304-82365865edaa,C-F,21,75.0,0.6,0.0,0,8,4,0,5,0,0,1,Dream,0,0,81,35:17:00,4648,17072,0c1279ce-2d18-4124-9cc5-2dbcc88051e4,2016-06-29T02:00:00+00:00,Elizabeth Williams
7392,7392,Damiris,Dantas,e040354c-4d44-405c-a7ac-d4d2cf9062e8,F,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Dream,0,0,81,0,4648,17072,0c1279ce-2d18-4124-9cc5-2dbcc88051e4,2016-06-29T02:00:00+00:00,Damiris Dantas
7393,7393,Candace,Parker,e2992444-14b7-4cc1-9880-a874e676d7fd,F,31,87.5,0.522,0.0,7,13,5,2,3,0,0,1,Sparks,1,1,89,36:14:00,7823,19060,2a54ad5d-8c62-4bfc-bfac-36f7caf8c8e5,2016-06-29T02:00:00+00:00,Candace Parker
7400,7400,Nneka,Ogwumike,e49da6d1-dd65-44f9-9a5f-d60010d8c384,F,7,100.0,0.75,0.0,0,4,1,0,5,0,0,4,Sparks,1,1,89,15:41,7823,19060,2a54ad5d-8c62-4bfc-bfac-36f7caf8c8e5,2016-06-29T02:00:00+00:00,Nneka Ogwumike
7402,7402,Chelsea,Gray,ca6b54e3-612d-4523-9582-b88e675f58de,G,4,0.0,0.33299999999999996,0.0,2,5,1,1,0,0,0,0,Sparks,1,1,89,17:31,7823,19060,2a54ad5d-8c62-4bfc-bfac-36f7caf8c8e5,2016-06-29T02:00:00+00:00,Chelsea Gray
7420,7420,Kahleah,Copper,6434f048-1c61-4a79-a990-73f51f46245e,F-G,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Mystics,1,1,84,0,6314,20308,75ea83f4-acb5-4619-b5d9-701e3dd159ab,2016-06-29T15:30:00+00:00,Kahleah Copper
7423,7423,Tianna,Hawkins,91d7d573-663f-4d1d-98f7-64644f25a896,F,7,0.0,0.667,50.0,0,3,1,0,2,0,0,0,Mystics,1,1,84,13:03,6314,20308,75ea83f4-acb5-4619-b5d9-701e3dd159ab,2016-06-29T15:30:00+00:00,Tianna Hawkins
7426,7426,Emma,Meesseman,7ae3b3fc-2bf3-4600-abd6-c5511f140246,C,14,100.0,0.625,100.0,4,4,2,3,3,0,0,0,Mystics,1,1,84,25:57:00,6314,20308,75ea83f4-acb5-4619-b5d9-701e3dd159ab,2016-06-29T15:30:00+00:00,Emma Meesseman
7443,7443,Dearica,Hamby,693b6941-8999-40bb-a3a2-b77c34f1dc78,F,3,50.0,0.25,0.0,0,2,0,0,2,0,0,0,Stars,0,0,67,17:05,6314,20308,75ea83f4-acb5-4619-b5d9-701e3dd159ab,2016-06-29T15:30:00+00:00,Dearica Hamby
7444,7444,Cheyenne,Parker,4a97e708-71e5-4d58-b1e8-883adf027925,F,0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,Sky,1,0,83,5:30,11892,17500,5a98655e-648e-4dc5-b54d-bbb277e39ea0,2016-06-29T16:30:00+00:00,Cheyenne Parker
7450,7450,Courtney,Vandersloot,b61f397f-0cb5-49db-9e88-f91991757203,G,7,100.0,0.5,100.0,4,0,0,2,2,0,0,5,Sky,1,0,83,26:09:00,11892,17500,5a98655e-648e-4dc5-b54d-bbb277e39ea0,2016-06-29T16:30:00+00:00,Courtney Vandersloot
7451,7451,Allie,Quigley,2f7fa524-fb0f-4150-87d7-b0b9b6e322bd,G,8,50.0,1.0,25.0,0,0,0,0,3,0,0,1,Sky,1,0,83,12:45,11892,17500,5a98655e-648e-4dc5-b54d-bbb277e39ea0,2016-06-29T16:30:00+00:00,Allie Quigley
7452,7452,Betnijah,Laney,3d0a61e8-8f8f-48a8-bfa3-d9c3171c819f,G-F,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Sky,1,0,83,0,11892,17500,5a98655e-648e-4dc5-b54d-bbb277e39ea0,2016-06-29T16:30:00+00:00,Betnijah Laney
7466,7466,Tiffany,Mitchell,100f94c5-3a62-4300-98bb-fe587522c2a6,G,7,100.0,0.5,25.0,1,2,0,1,2,0,0,1,Fever,0,1,95,12:14,11892,17500,5a98655e-648e-4dc5-b54d-bbb277e39ea0,2016-06-29T16:30:00+00:00,Tiffany Mitchell
7475,7475,Natasha,Howard,46479ac7-5745-40d2-abc8-7c660ea759e4,F,2,0.0,0.33299999999999996,0.0,3,3,1,0,3,0,0,1,Lynx,1,0,92,12:26,7721,19356,7cf8bcbf-4167-4045-8db4-a0991baadf95,2016-06-30T00:00:00+00:00,Natasha Howard
7495,7495,Diana,Taurasi,d9bce234-085d-4b85-be5f-9b7020b82e69,G,11,75.0,0.33299999999999996,16.7,6,5,0,2,2,0,1,2,Mercury,1,1,86,32:25:00,10551,18055,628ac0e0-cfec-4c44-9d86-63826d38f583,2016-06-30T02:00:00+00:00,Diana Taurasi
7500,7500,Candice,Dupree,411a199b-df5a-4ce5-ad15-386dd17e3f4b,F,9,100.0,0.429,0.0,3,7,0,3,1,0,0,3,Mercury,1,1,86,32:25:00,10551,18055,628ac0e0-cfec-4c44-9d86-63826d38f583,2016-06-30T02:00:00+00:00,Candice Dupree
7503,7503,Jasmine,Thomas,0ac8d024-ec11-4809-83f4-6277c1252617,G,0,0.0,0.0,0.0,2,3,0,0,3,0,0,3,Sun,0,0,75,29:02:00,10551,18055,628ac0e0-cfec-4c44-9d86-63826d38f583,2016-06-30T02:00:00+00:00,Jasmine Thomas
7507,7507,Courtney,Williams,45e35318-295a-4e1c-bfc6-c7b295ed5066,G,2,0.0,0.5,0.0,0,0,0,0,1,0,0,0,Sun,0,0,75,2:40,10551,18055,628ac0e0-cfec-4c44-9d86-63826d38f583,2016-06-30T02:00:00+00:00,Courtney Williams
7513,7513,Alyssa,Thomas,87a32879-a19b-4603-86ce-1c8b0e4484ad,F,18,40.0,0.5329999999999999,0.0,1,8,2,1,3,0,0,6,Sun,0,0,75,29:45:00,10551,18055,628ac0e0-cfec-4c44-9d86-63826d38f583,2016-06-30T02:00:00+00:00,Alyssa Thomas
7517,7517,Candace,Parker,e2992444-14b7-4cc1-9880-a874e676d7fd,F,16,50.0,0.636,0.0,5,7,0,2,3,0,0,2,Sparks,1,1,84,31:07:00,10215,19060,8442a568-883c-4399-8a75-1157d0ea1380,2016-06-30T19:30:00+00:00,Candace Parker
7519,7519,Nneka,Ogwumike,e49da6d1-dd65-44f9-9a5f-d60010d8c384,F,38,85.7,0.929,0.0,3,11,2,1,4,0,0,3,Sparks,1,1,84,34:23:00,10215,19060,8442a568-883c-4399-8a75-1157d0ea1380,2016-06-30T19:30:00+00:00,Nneka Ogwumike
7526,7526,Chelsea,Gray,ca6b54e3-612d-4523-9582-b88e675f58de,G,0,0.0,0.0,0.0,1,0,0,1,3,0,0,0,Sparks,1,1,84,16:13,10215,19060,8442a568-883c-4399-8a75-1157d0ea1380,2016-06-30T19:30:00+00:00,Chelsea Gray
7535,7535,Elizabeth,Williams,c8672dba-0deb-4cf1-8304-82365865edaa,C-F,15,75.0,0.429,0.0,2,10,4,1,5,0,0,1,Dream,0,0,75,35:40:00,10215,19060,8442a568-883c-4399-8a75-1157d0ea1380,2016-06-30T19:30:00+00:00,Elizabeth Williams
7539,7539,Layshia,Clarendon,b77b40a2-5844-48c0-bae2-5067516b2acf,G,12,100.0,0.455,0.0,7,5,3,0,4,0,0,3,Dream,0,0,75,30:21:00,10215,19060,8442a568-883c-4399-8a75-1157d0ea1380,2016-06-30T19:30:00+00:00,Layshia Clarendon
7540,7540,Jewell,Loyd,0825c65d-b903-4dd3-8206-e5f7d31bb2b8,G,24,100.0,0.5,50.0,3,1,0,3,2,0,1,3,Storm,1,0,78,32:44:00,5365,17072,0cc02016-a2c2-40ad-8752-fec8520c5468,2016-07-01T02:00:00+00:00,Jewell Loyd
7541,7541,Breanna,Stewart,6fa763e6-846f-4f9d-a4ce-256d8b328424,F,17,100.0,0.5,20.0,6,8,1,1,3,0,0,2,Storm,1,0,78,37:45:00,5365,17072,0cc02016-a2c2-40ad-8752-fec8520c5468,2016-07-01T02:00:00+00:00,Breanna Stewart
7546,7546,Alysha,Clark,b478ebc6-8b1f-4d39-9707-048d24a88c26,F,10,100.0,0.33299999999999996,66.7,2,4,2,1,3,0,0,1,Storm,1,0,78,31:54:00,5365,17072,0cc02016-a2c2-40ad-8752-fec8520c5468,2016-07-01T02:00:00+00:00,Alysha Clark
7573,7573,Tiffany,Mitchell,100f94c5-3a62-4300-98bb-fe587522c2a6,G,5,0.0,0.33299999999999996,50.0,1,2,0,0,4,0,0,3,Fever,1,0,85,16:57,7519,18165,ba2afd1f-6ebd-43b1-a9d2-072c184f6806,2016-07-01T23:00:00+00:00,Tiffany Mitchell
7583,7583,Dearica,Hamby,693b6941-8999-40bb-a3a2-b77c34f1dc78,F,7,100.0,0.6,0.0,0,4,1,0,4,0,0,2,Stars,0,1,87,19:04,7519,18165,ba2afd1f-6ebd-43b1-a9d2-072c184f6806,2016-07-01T23:00:00+00:00,Dearica Hamby
7590,7590,Courtney,Vandersloot,b61f397f-0cb5-49db-9e88-f91991757203,G,14,100.0,0.5,50.0,5,3,0,1,1,0,0,0,Sky,1,1,86,33:12:00,5320,17500,124a8b01-db97-4fc7-a695-08a6e99ae32d,2016-07-02T00:30:00+00:00,Courtney Vandersloot
7595,7595,Cheyenne,Parker,4a97e708-71e5-4d58-b1e8-883adf027925,F,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Sky,1,1,86,0,5320,17500,124a8b01-db97-4fc7-a695-08a6e99ae32d,2016-07-02T00:30:00+00:00,Cheyenne Parker
7598,7598,Allie,Quigley,2f7fa524-fb0f-4150-87d7-b0b9b6e322bd,G,10,0.0,0.833,0.0,1,2,0,0,0,0,0,0,Sky,1,1,86,11:56,5320,17500,124a8b01-db97-4fc7-a695-08a6e99ae32d,2016-07-02T00:30:00+00:00,Allie Quigley
7599,7599,Betnijah,Laney,3d0a61e8-8f8f-48a8-bfa3-d9c3171c819f,G-F,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Sky,1,1,86,0,5320,17500,124a8b01-db97-4fc7-a695-08a6e99ae32d,2016-07-02T00:30:00+00:00,Betnijah Laney
7605,7605,Kahleah,Copper,6434f048-1c61-4a79-a990-73f51f46245e,F-G,0,0.0,0.0,0.0,1,1,0,0,1,0,0,1,Mystics,0,0,84,4:51,5320,17500,124a8b01-db97-4fc7-a695-08a6e99ae32d,2016-07-02T00:30:00+00:00,Kahleah Copper
7606,7606,Tianna,Hawkins,91d7d573-663f-4d1d-98f7-64644f25a896,F,8,100.0,0.75,0.0,1,3,0,0,3,0,0,1,Mystics,0,0,84,16:37,5320,17500,124a8b01-db97-4fc7-a695-08a6e99ae32d,2016-07-02T00:30:00+00:00,Tianna Hawkins
7610,7610,Emma,Meesseman,7ae3b3fc-2bf3-4600-abd6-c5511f140246,C,12,0.0,0.429,66.7,5,0,0,1,2,0,0,1,Mystics,0,0,84,28:23:00,5320,17500,124a8b01-db97-4fc7-a695-08a6e99ae32d,2016-07-02T00:30:00+00:00,Emma Meesseman
7617,7617,Diana,Taurasi,d9bce234-085d-4b85-be5f-9b7020b82e69,G,6,100.0,0.5,0.0,2,0,0,0,1,0,2,2,Mercury,1,0,88,17:32,11606,18055,d838f0ec-6a9c-4cd9-b2ad-42be67a20dd9,2016-07-02T02:00:00+00:00,Diana Taurasi
7619,7619,Candice,Dupree,411a199b-df5a-4ce5-ad15-386dd17e3f4b,F,12,100.0,0.625,0.0,3,6,3,0,4,0,0,0,Mercury,1,0,88,28:55:00,11606,18055,d838f0ec-6a9c-4cd9-b2ad-42be67a20dd9,2016-07-02T02:00:00+00:00,Candice Dupree
7641,7641,Natasha,Howard,46479ac7-5745-40d2-abc8-7c660ea759e4,F,21,60.0,0.643,0.0,1,4,1,1,3,0,0,0,Lynx,1,1,91,23:00,7534,19356,c4d6a237-1601-48b9-a101-151a0b85a967,2016-07-03T00:00:00+00:00,Natasha Howard
7660,7660,Dearica,Hamby,693b6941-8999-40bb-a3a2-b77c34f1dc78,F,6,100.0,0.33299999999999996,0.0,0,3,0,1,4,0,0,2,Stars,0,0,68,20:05,7534,19356,c4d6a237-1601-48b9-a101-151a0b85a967,2016-07-03T00:00:00+00:00,Dearica Hamby
7682,7682,Jasmine,Thomas,0ac8d024-ec11-4809-83f4-6277c1252617,G,0,0.0,0.0,0.0,7,0,0,3,2,0,0,0,Sun,0,1,86,24:57:00,5108,7000,8c83746a-fd6b-4f99-8eb9-ef8d3c2e7abd,2016-07-03T00:30:00+00:00,Jasmine Thomas
7683,7683,Courtney,Williams,45e35318-295a-4e1c-bfc6-c7b295ed5066,G,5,0.0,0.25,100.0,2,6,2,0,2,0,0,1,Sun,0,1,86,10:04,5108,7000,8c83746a-fd6b-4f99-8eb9-ef8d3c2e7abd,2016-07-03T00:30:00+00:00,Courtney Williams
7684,7684,Alyssa,Thomas,87a32879-a19b-4603-86ce-1c8b0e4484ad,F,17,60.0,0.7,0.0,1,7,2,0,2,0,0,3,Sun,0,1,86,32:09:00,5108,7000,8c83746a-fd6b-4f99-8eb9-ef8d3c2e7abd,2016-07-03T00:30:00+00:00,Alyssa Thomas
7691,7691,Candace,Parker,e2992444-14b7-4cc1-9880-a874e676d7fd,F,15,100.0,0.5,100.0,3,5,1,1,2,0,0,6,Sparks,1,1,77,33:57:00,10003,19060,73d8a2e9-fa49-43a9-b2b2-ca1d4999093c,2016-07-03T21:00:00+00:00,Candace Parker
7693,7693,Nneka,Ogwumike,e49da6d1-dd65-44f9-9a5f-d60010d8c384,F,22,75.0,0.667,50.0,1,15,1,1,2,0,0,0,Sparks,1,1,77,35:05:00,10003,19060,73d8a2e9-fa49-43a9-b2b2-ca1d4999093c,2016-07-03T21:00:00+00:00,Nneka Ogwumike
7697,7697,Chelsea,Gray,ca6b54e3-612d-4523-9582-b88e675f58de,G,5,50.0,0.667,0.0,5,1,0,1,0,0,0,0,Sparks,1,1,77,18:47,10003,19060,73d8a2e9-fa49-43a9-b2b2-ca1d4999093c,2016-07-03T21:00:00+00:00,Chelsea Gray
7713,7713,Layshia,Clarendon,b77b40a2-5844-48c0-bae2-5067516b2acf,G,11,80.0,0.4,100.0,3,3,1,0,1,0,0,0,Dream,1,0,87,29:33:00,6557,18047,80ad6f3b-e223-46a5-89f5-b898a17e70f0,2016-07-03T22:00:00+00:00,Layshia Clarendon
7720,7720,Elizabeth,Williams,c8672dba-0deb-4cf1-8304-82365865edaa,C-F,13,50.0,0.462,0.0,1,9,5,0,5,0,0,0,Dream,1,0,87,30:11:00,6557,18047,80ad6f3b-e223-46a5-89f5-b898a17e70f0,2016-07-03T22:00:00+00:00,Elizabeth Williams
7724,7724,Damiris,Dantas,e040354c-4d44-405c-a7ac-d4d2cf9062e8,F,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Dream,1,0,87,0,6557,18047,80ad6f3b-e223-46a5-89f5-b898a17e70f0,2016-07-03T22:00:00+00:00,Damiris Dantas
7734,7734,Diana,Taurasi,d9bce234-085d-4b85-be5f-9b7020b82e69,G,17,100.0,0.33299999999999996,37.5,8,5,0,1,4,0,0,2,Mercury,0,1,95,33:41:00,6557,18047,80ad6f3b-e223-46a5-89f5-b898a17e70f0,2016-07-03T22:00:00+00:00,Diana Taurasi
7738,7738,Candice,Dupree,411a199b-df5a-4ce5-ad15-386dd17e3f4b,F,19,50.0,0.727,0.0,5,7,1,1,3,0,0,0,Mercury,0,1,95,31:51:00,6557,18047,80ad6f3b-e223-46a5-89f5-b898a17e70f0,2016-07-03T22:00:00+00:00,Candice Dupree
7746,7746,Layshia,Clarendon,b77b40a2-5844-48c0-bae2-5067516b2acf,G,2,0.0,0.33299999999999996,0.0,4,6,3,0,3,0,0,1,Dream,1,1,77,33:52:00,3983,18047,ebe237b6-86da-4cef-ae92-7710fa76cc94,2016-07-05T23:00:00+00:00,Layshia Clarendon
7749,7749,Elizabeth,Williams,c8672dba-0deb-4cf1-8304-82365865edaa,C-F,6,0.0,0.273,0.0,2,5,1,0,2,0,0,2,Dream,1,1,77,32:34:00,3983,18047,ebe237b6-86da-4cef-ae92-7710fa76cc94,2016-07-05T23:00:00+00:00,Elizabeth Williams
7752,7752,Damiris,Dantas,e040354c-4d44-405c-a7ac-d4d2cf9062e8,F,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Dream,1,1,77,0,3983,18047,ebe237b6-86da-4cef-ae92-7710fa76cc94,2016-07-05T23:00:00+00:00,Damiris Dantas
7757,7757,Alysha,Clark,b478ebc6-8b1f-4d39-9707-048d24a88c26,F,7,0.0,1.0,33.3,1,3,1,0,4,0,0,0,Storm,0,0,64,18:37,3983,18047,ebe237b6-86da-4cef-ae92-7710fa76cc94,2016-07-05T23:00:00+00:00,Alysha Clark
7761,7761,Jewell,Loyd,0825c65d-b903-4dd3-8206-e5f7d31bb2b8,G,13,100.0,0.25,66.7,2,1,0,0,2,0,0,1,Storm,0,0,64,23:34,3983,18047,ebe237b6-86da-4cef-ae92-7710fa76cc94,2016-07-05T23:00:00+00:00,Jewell Loyd
7764,7764,Breanna,Stewart,6fa763e6-846f-4f9d-a4ce-256d8b328424,F,11,100.0,0.6,0.0,2,11,1,1,1,0,0,2,Storm,0,0,64,34:44:00,3983,18047,ebe237b6-86da-4cef-ae92-7710fa76cc94,2016-07-05T23:00:00+00:00,Breanna Stewart
7771,7771,Natasha,Howard,46479ac7-5745-40d2-abc8-7c660ea759e4,F,2,0.0,0.33299999999999996,0.0,0,2,1,1,2,0,0,1,Lynx,1,1,87,9:13,7433,19356,3e541a29-5628-41f2-a174-023a4e30493a,2016-07-06T00:00:00+00:00,Natasha Howard
7780,7780,Courtney,Vandersloot,b61f397f-0cb5-49db-9e88-f91991757203,G,0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,Sky,0,0,82,3:03,7433,19356,3e541a29-5628-41f2-a174-023a4e30493a,2016-07-06T00:00:00+00:00,Courtney Vandersloot
7782,7782,Betnijah,Laney,3d0a61e8-8f8f-48a8-bfa3-d9c3171c819f,G-F,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Sky,0,0,82,0,7433,19356,3e541a29-5628-41f2-a174-023a4e30493a,2016-07-06T00:00:00+00:00,Betnijah Laney
7784,7784,Cheyenne,Parker,4a97e708-71e5-4d58-b1e8-883adf027925,F,0,0.0,0.0,0.0,1,1,0,1,2,0,0,2,Sky,0,0,82,7:27,7433,19356,3e541a29-5628-41f2-a174-023a4e30493a,2016-07-06T00:00:00+00:00,Cheyenne Parker
7789,7789,Allie,Quigley,2f7fa524-fb0f-4150-87d7-b0b9b6e322bd,G,9,0.0,0.429,50.0,0,0,0,1,0,0,0,2,Sky,0,0,82,19:23,7433,19356,3e541a29-5628-41f2-a174-023a4e30493a,2016-07-06T00:00:00+00:00,Allie Quigley
7808,7808,Candice,Dupree,411a199b-df5a-4ce5-ad15-386dd17e3f4b,F,12,0.0,0.667,0.0,2,6,1,0,1,0,0,1,Mercury,0,0,74,31:10:00,5480,7000,869a171a-4096-4372-a0ab-489bf33c6399,2016-07-06T00:30:00+00:00,Candice Dupree
7812,7812,Diana,Taurasi,d9bce234-085d-4b85-be5f-9b7020b82e69,G,22,100.0,0.4,41.7,1,3,0,1,5,0,0,2,Mercury,0,0,74,30:26:00,5480,7000,869a171a-4096-4372-a0ab-489bf33c6399,2016-07-06T00:30:00+00:00,Diana Taurasi
7834,7834,Breanna,Stewart,6fa763e6-846f-4f9d-a4ce-256d8b328424,F,24,40.0,0.41700000000000004,66.7,4,16,1,3,3,0,0,1,Storm,0,0,74,35:52:00,9852,19812,a7717e2f-ae80-44b3-962b-a9cf4ab2637d,2016-07-06T23:00:00+00:00,Breanna Stewart
7836,7836,Jewell,Loyd,0825c65d-b903-4dd3-8206-e5f7d31bb2b8,G,6,50.0,0.33299999999999996,33.3,2,1,1,0,2,0,0,2,Storm,0,0,74,23:43,9852,19812,a7717e2f-ae80-44b3-962b-a9cf4ab2637d,2016-07-06T23:00:00+00:00,Jewell Loyd
