,First_Name,Last_Name,player_name,player_id,Points,Free_Throw_Percent,Two_Pt_Percent,Three_Pt_Percent,Assists,Rebounds,Offensive_Rebounds,Steals,Personal_Fouls,Flagrant_Fouls,Tech_Fouls,Turnovers,Home_Away,win,Min_played,total_sec_played
8583,Ivory,Latta,Ivory Latta,e3e0ad34-ab9b-492b-acc2-32cdd6e4e128,10,100.0,0.0,22.2,6,3,0,0,2,0,0,3,1,0,32:43:00,1963.0
8584,Tierra,Ruffin-Pratt,Tierra Ruffin-Pratt,5035df5c-a727-478f-b7c9-41bd806d4d5c,10,100.0,0.25,66.7,3,4,2,0,2,0,0,1,1,0,32:04:00,1924.0
8585,Natasha,Cloud,Natasha Cloud,f2c36797-b5c5-47a4-b073-43637c9794ef,6,80.0,0.25,0.0,6,1,0,1,2,0,0,2,1,0,23:49,1429.0
8586,Tianna,Hawkins,Tianna Hawkins,91d7d573-663f-4d1d-98f7-64644f25a896,4,0.0,0.5,0.0,0,3,1,0,3,0,0,1,1,0,10:59,659.0
8587,Stefanie,Dolson,Stefanie Dolson,776e2238-8340-4425-ab90-ba69e1bc7441,13,0.0,0.455,100.0,0,6,2,0,1,0,0,1,1,0,20:45,1245.0
8589,Kahleah,Copper,Kahleah Copper,6434f048-1c61-4a79-a990-73f51f46245e,9,75.0,0.0,100.0,1,1,0,0,0,0,0,0,1,0,17:00,1020.0
8590,Carolyn,Swords,Carolyn Swords,91369e98-52c7-4c2d-8489-fcc626aee7d1,0,0.0,0.0,0.0,0,3,2,0,3,0,0,0,0,1,11:10,670.0
8591,Swin,Cash,Swin Cash,2439960b-a301-4bb4-b947-1906f149ff21,2,0.0,0.5,0.0,1,2,1,0,0,0,0,0,0,1,10:47,647.0
8592,Amanda,Zahui B.,Amanda Zahui B.,075888e0-4efc-4d52-8ea0-1943a87e8bfb,15,100.0,0.5,0.0,2,9,3,0,2,0,0,0,0,1,22:45,1365.0
8593,Tanisha,Wright,Tanisha Wright,c8f2398d-ee12-4935-b481-1a0b3a955a9d,0,0.0,0.0,0.0,1,1,1,1,1,0,0,4,0,1,10:17,617.0
8595,Brittany,Boyd,Brittany Boyd,27200429-fc99-425b-9e2d-3f181f802181,17,75.0,0.667,66.7,7,4,1,3,2,0,0,3,0,1,29:43:00,1783.0
8596,Sugar,Rodgers,Sugar Rodgers,07e0c644-8280-4e74-8546-0c9343f824e8,4,66.7,0.25,0.0,2,1,0,0,3,0,0,0,0,1,19:20,1160.0
8598,Tina,Charles,Tina Charles,7797aa88-28c4-4a34-bb63-1af7f8d80ec0,13,0.0,0.385,50.0,4,9,1,1,1,0,0,1,0,1,35:09:00,2109.0
8599,Rebecca,Allen,Rebecca Allen,9848c81d-efc7-4927-bc18-98fd0e50c761,19,100.0,0.5,66.7,2,1,0,1,4,0,0,0,0,1,20:40,1240.0
8601,Kiah,Stokes,Kiah Stokes,d3e817a8-9e72-44c2-a422-9d44a0b214d0,4,0.0,0.5,0.0,0,3,2,0,4,0,0,1,0,1,10:25,625.0
8602,Shavonte,Zellous,Shavonte Zellous,63f2ed0d-80ea-404a-8ab6-2f4b25d1a827,14,66.7,0.625,0.0,3,3,0,1,3,0,0,1,0,1,29:43:00,1783.0
8603,Skylar,Diggins,Skylar Diggins,7c9b7ef1-edd2-4f69-a627-f321d662365d,6,50.0,0.16699999999999998,33.3,0,0,0,0,2,0,0,0,1,0,26:31:00,1591.0
8604,Tiffany,Bias,Tiffany Bias,691d8f5e-6122-4a26-af86-50410731ff09,3,0.0,0.0,50.0,0,0,0,0,1,0,0,2,1,0,6:17,377.0
8606,Jordan,Hooper,Jordan Hooper,fba8045d-57d6-4428-92c7-8ed6c19b0f0a,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,4:27,267.0
8608,Courtney,Paris,Courtney Paris,b996b562-f689-4540-818d-16ca3e549f68,14,0.0,0.5,0.0,2,11,4,1,3,0,0,1,1,0,30:12:00,1812.0
8609,Erin,Phillips,Erin Phillips,3358e483-cecc-4719-a64e-189bcbaff3d0,6,100.0,0.5,100.0,0,0,0,1,0,0,0,1,1,0,10:57,657.0
8610,Aerial,Powers,Aerial Powers,849170da-3a64-47f6-a912-818a3feceb4c,6,100.0,0.5,0.0,2,3,1,1,0,0,0,2,1,0,16:58,1018.0
8611,Ruth,Hamblin,Ruth Hamblin,a41bdf68-b7bd-4588-9009-8c82010a6bf0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,7:20,440.0
8612,Theresa,Plaisance,Theresa Plaisance,462f199b-4d49-40fd-acfd-88d06a77da50,2,0.0,0.33299999999999996,0.0,0,3,0,1,2,0,0,0,1,0,13:58,838.0
8613,Karima,Christmas,Karima Christmas,22d685d3-a4ec-4a64-a092-d48e2ea3274c,9,100.0,0.33299999999999996,25.0,0,3,0,1,1,0,0,0,1,0,27:27:00,1647.0
8614,Odyssey,Sims,Odyssey Sims,50eab91c-a616-4b89-832e-e17ac12708a8,20,100.0,0.41700000000000004,66.7,8,4,1,0,1,0,0,2,1,0,30:35:00,1835.0
8615,Plenette,Pierson,Plenette Pierson,e7af74dd-7ef4-435b-a3b9-97d23fb5cd91,12,66.7,0.455,0.0,3,5,2,0,4,0,0,1,1,0,25:18:00,1518.0
8616,Jonquel,Jones,Jonquel Jones,8a438358-fbe0-4797-921f-add82eddf789,3,100.0,1.0,0.0,0,3,1,0,1,0,0,2,0,1,5:03,303.0
8617,Alyssa,Thomas,Alyssa Thomas,87a32879-a19b-4603-86ce-1c8b0e4484ad,11,75.0,0.5,0.0,4,7,0,4,2,0,0,3,0,1,29:27:00,1767.0
8618,Kelly,Faris,Kelly Faris,cb9c30c7-a8d6-4377-bfb6-065425e07322,0,0.0,0.0,0.0,0,1,1,0,1,0,0,1,0,1,1:15,75.0
8619,Aneika,Henry-Morello,Aneika Henry-Morello,2de359cb-081f-4275-9b91-fef22be654fd,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0:44,44.0
8620,Shekinna,Stricklen,Shekinna Stricklen,fec2625c-b15d-4dcf-b476-78456c3572b6,0,0.0,0.0,0.0,4,0,0,0,0,0,0,0,0,1,10:33,633.0
8621,Alex,Bentley,Alex Bentley,208ce658-9579-408a-92b5-9c69a950f1be,2,0.0,0.2,0.0,4,5,0,0,4,0,0,2,0,1,20:05,1205.0
8622,Jasmine,Thomas,Jasmine Thomas,0ac8d024-ec11-4809-83f4-6277c1252617,20,100.0,0.75,40.0,3,4,2,0,4,0,0,1,0,1,33:42:00,2022.0
8623,Morgan,Tuck,Morgan Tuck,58baa67f-6372-407c-b061-321934358331,13,0.0,0.4,75.0,5,3,1,0,2,0,0,2,0,1,21:53,1313.0
8625,Camille,Little,Camille Little,9951fcfb-8d31-44e5-ba85-c41ed724763d,0,0.0,0.0,0.0,1,1,0,0,2,0,0,0,0,1,16:52,1012.0
8626,Courtney,Williams,Courtney Williams,45e35318-295a-4e1c-bfc6-c7b295ed5066,14,50.0,0.556,100.0,0,2,1,1,2,0,0,0,0,1,24:58:00,1498.0
8627,Chiney,Ogwumike,Chiney Ogwumike,26c1455a-af5d-46b0-b2c6-6c804033ccc7,26,100.0,0.6,0.0,1,15,5,4,4,0,0,1,0,1,35:28:00,2128.0
8629,Sylvia,Fowles,Sylvia Fowles,f607fa8c-8b49-493d-9dac-18654474e6ad,14,40.0,0.75,0.0,0,6,2,0,2,0,0,3,1,1,33:16:00,1996.0
8630,Rebekkah,Brunson,Rebekkah Brunson,d14c93b3-2d44-4dd2-b41c-ad44519d87b1,13,62.5,0.5710000000000001,0.0,3,12,2,0,4,0,0,2,1,1,31:50:00,1910.0
8632,Keisha,Hampton,Keisha Hampton,a76f90f6-149d-4c8f-84d4-c5a65f480f81,2,100.0,0.0,0.0,2,0,0,0,0,0,0,1,1,1,7:59,479.0
8633,Seimone,Augustus,Seimone Augustus,65437be0-ee65-4ef1-8629-9bb9ba019747,19,100.0,0.667,0.0,5,1,1,0,1,0,0,1,1,1,24:53:00,1493.0
8634,Jia,Perkins,Jia Perkins,3031d400-2c3c-414c-90be-779628f7f27b,9,75.0,0.429,0.0,1,1,0,1,2,0,0,1,1,1,22:16,1336.0
8635,Maya,Moore,Maya Moore,43f98360-7930-4fe5-b49a-1c9fd3b0c5c7,4,100.0,0.16699999999999998,0.0,4,3,0,4,2,0,0,2,1,1,24:52:00,1492.0
8636,Renee,Montgomery,Renee Montgomery,d8ef9679-5f87-49ad-862d-75b4f5b03383,12,100.0,0.5,100.0,3,0,0,1,1,0,0,0,1,1,14:06,846.0
8638,Lindsay,Whalen,Lindsay Whalen,3f53a238-b4df-4861-b260-73fc309d6e94,6,100.0,0.5,0.0,4,1,0,0,2,0,0,1,1,1,25:54:00,1554.0
8639,Natasha,Howard,Natasha Howard,46479ac7-5745-40d2-abc8-7c660ea759e4,4,100.0,0.33299999999999996,0.0,0,5,0,0,4,0,0,1,1,1,14:54,894.0
8640,Reshanda,Gray,Reshanda Gray,b658b1a7-4d9b-4189-b5a9-91ff2f1dad12,0,0.0,0.0,0.0,0,0,0,1,4,0,0,0,0,0,10:01,601.0
8642,Meighan,Simmons,Meighan Simmons,a581b191-6da3-4b65-b253-ef90b93a9222,5,100.0,0.5,0.0,1,1,0,0,2,0,0,0,0,0,10:17,617.0
8644,Angel,McCoughtry,Angel McCoughtry,f6424ed9-e483-4de8-b577-a4c494adc002,8,80.0,0.28600000000000003,0.0,0,3,1,0,2,1,0,1,0,0,17:20,1040.0
8645,Layshia,Clarendon,Layshia Clarendon,b77b40a2-5844-48c0-bae2-5067516b2acf,11,0.0,0.5710000000000001,100.0,1,2,0,0,1,0,0,3,0,0,25:32:00,1532.0
8646,Carla,Cortijo,Carla Cortijo,d91b9678-cb2c-40a7-9608-f775c2589a5a,0,0.0,0.0,0.0,1,2,0,0,0,0,0,0,0,0,5:44,344.0
8647,Elizabeth,Williams,Elizabeth Williams,c8672dba-0deb-4cf1-8304-82365865edaa,7,75.0,0.33299999999999996,0.0,0,8,4,1,2,0,0,3,0,0,34:16:00,2056.0
8648,Matee,Ajavon,Matee Ajavon,f2993f12-20e9-4b80-9019-da9c8660c9ee,6,66.7,0.4,0.0,1,2,0,0,3,0,0,5,0,0,15:52,952.0
8649,Markeisha,Gatling,Markeisha Gatling,8a82ef81-891a-4e96-9446-b07020361f79,8,0.0,0.8,0.0,1,5,2,1,1,0,0,0,0,0,20:27,1227.0
8650,Bria,Holmes,Bria Holmes,57d6cf6c-09ee-4afa-b379-20277cce34d7,6,66.7,0.28600000000000003,0.0,2,4,2,1,1,0,0,3,0,0,30:24:00,1824.0
8651,Tiffany,Hayes,Tiffany Hayes,f24ac568-77f4-4344-84a7-7fde145dda84,9,100.0,0.4,16.7,2,2,0,0,6,0,1,2,0,0,21:18,1278.0
8652,Rachel,Hollivay,Rachel Hollivay,c3f494fd-b481-4a13-8cf1-13d9df694d41,5,75.0,1.0,0.0,0,3,1,0,5,0,0,0,0,0,8:49,529.0
8653,Jewell,Loyd,Jewell Loyd,0825c65d-b903-4dd3-8206-e5f7d31bb2b8,25,50.0,0.818,33.3,3,3,0,1,2,0,0,2,1,1,31:30:00,1890.0
8655,Abby,Bishop,Abby Bishop,153e268d-f95d-4437-ab1c-cfb59df9a4ea,3,0.0,0.0,100.0,1,2,0,0,1,0,0,0,1,1,9:48,588.0
8656,Sue,Bird,Sue Bird,98e388da-9dca-4478-975c-a6702f57a9ca,8,0.0,0.33299999999999996,66.7,8,6,0,1,0,0,0,2,1,1,30:28:00,1828.0
8657,Breanna,Stewart,Breanna Stewart,6fa763e6-846f-4f9d-a4ce-256d8b328424,22,81.8,0.222,37.5,2,6,0,0,3,0,0,2,1,1,30:12:00,1812.0
8658,Krystal,Thomas,Krystal Thomas,4bb8bfae-0b5a-4fcc-8b6c-179b82e7e75f,2,0.0,0.5,0.0,0,3,0,0,4,0,0,0,1,1,12:04,724.0
8659,Crystal,Langhorne,Crystal Langhorne,8305dae8-d67f-48ce-8ba1-e892bd7c4339,5,50.0,0.667,0.0,1,10,1,1,2,0,0,1,1,1,27:56:00,1676.0
8660,Kaleena,Mosqueda-Lewis,Kaleena Mosqueda-Lewis,7d98a8fc-8d83-4ad0-b945-be8aefc857af,10,100.0,0.5,66.7,1,0,0,0,1,0,0,0,1,1,19:44,1184.0
8661,Monica,Wright,Monica Wright,c95554af-c754-4947-bbfc-9b1d22459e76,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,1,1:52,112.0
8662,Jenna,O'Hea,Jenna O'Hea,af1ff93f-9810-4237-94aa-bbbd19982351,2,0.0,1.0,0.0,0,1,0,0,0,0,0,0,1,1,1:52,112.0
8663,Alysha,Clark,Alysha Clark,b478ebc6-8b1f-4d39-9707-048d24a88c26,4,0.0,0.5,0.0,2,3,0,3,1,0,0,2,1,1,21:45,1305.0
8664,Noelle,Quinn,Noelle Quinn,aa8d7e9a-1006-4091-93cb-4eb7fa52becc,2,0.0,0.5,0.0,3,3,0,0,0,0,0,1,1,1,12:49,769.0
8665,Monique,Currie,Monique Currie,f280dbb0-5fea-46d4-ac39-45e6a2f08837,10,100.0,0.667,0.0,1,3,0,0,3,0,0,0,0,0,23:52,1432.0
8666,Moriah,Jefferson,Moriah Jefferson,564b47ed-ae1e-442b-b949-82164f36b079,25,50.0,0.588,25.0,3,5,0,1,1,0,0,2,0,0,36:30:00,2190.0
8667,Sydney,Colson,Sydney Colson,3bca6f7c-3910-4f27-9372-db6ccbc64157,2,0.0,0.5,0.0,0,1,0,2,0,0,0,1,0,0,16:09,969.0
8670,Jayne,Appel-Marinelli,Jayne Appel-Marinelli,96e50439-52bd-4952-9b63-42c59bf17aaa,3,50.0,0.25,0.0,1,5,0,0,3,0,0,3,0,0,21:33,1293.0
8671,Haley,Peters,Haley Peters,948bbd7b-a34a-442d-9e47-c6dda46ea10a,1,50.0,0.0,0.0,1,3,2,0,5,0,0,1,0,0,17:27,1047.0
8672,Alex,Montgomery,Alex Montgomery,6bbfe6bb-63c6-4eb1-897b-f4e121b2e612,13,0.0,0.667,75.0,6,5,1,1,3,0,0,3,0,0,24:14:00,1454.0
8673,Jazmon,Gwathmey,Jazmon Gwathmey,f5e0432c-a266-4fd9-b66f-31009341487d,1,50.0,0.0,0.0,0,2,0,2,0,0,0,0,0,0,11:08,668.0
8675,Dearica,Hamby,Dearica Hamby,693b6941-8999-40bb-a3a2-b77c34f1dc78,7,50.0,0.273,0.0,1,3,1,0,4,0,0,0,0,0,23:16,1396.0
8676,Astou,Ndour,Astou Ndour,3c7bca56-df7a-4a7f-9a2e-481c474e701d,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,7:10,430.0
8677,Kayla,Alexander,Kayla Alexander,431ad0c1-f516-4bb7-b2f9-3be4533a3c5b,7,100.0,0.75,0.0,1,5,1,0,1,0,0,0,0,0,18:41,1121.0
8678,Adut,Bulgak,Adut Bulgak,19dd3ec9-8807-4c4e-871a-b0b0bb64cf64,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0:55,55.0
8679,Rebecca,Allen,Rebecca Allen,9848c81d-efc7-4927-bc18-98fd0e50c761,7,0.0,0.667,100.0,0,1,0,0,2,0,0,1,1,0,11:22,682.0
8680,Tanisha,Wright,Tanisha Wright,c8f2398d-ee12-4935-b481-1a0b3a955a9d,4,0.0,0.4,0.0,6,2,1,0,3,0,0,3,1,0,23:47,1427.0
8681,Brittany,Boyd,Brittany Boyd,27200429-fc99-425b-9e2d-3f181f802181,2,0.0,1.0,0.0,6,1,0,0,1,0,0,2,1,0,16:13,973.0
8682,Shavonte,Zellous,Shavonte Zellous,63f2ed0d-80ea-404a-8ab6-2f4b25d1a827,2,0.0,0.25,0.0,1,1,0,1,3,0,0,1,1,0,23:52,1432.0
8684,Amanda,Zahui B.,Amanda Zahui B.,075888e0-4efc-4d52-8ea0-1943a87e8bfb,2,0.0,1.0,0.0,0,2,0,0,0,0,0,1,1,0,6:39,399.0
8685,Shoni,Schimmel,Shoni Schimmel,e8487277-d4a8-48c3-82fb-ce03d6b4b5d4,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0:55,55.0
8686,Tina,Charles,Tina Charles,7797aa88-28c4-4a34-bb63-1af7f8d80ec0,25,83.3,0.588,0.0,3,13,6,1,0,0,0,3,1,0,34:31:00,2071.0
8687,Swin,Cash,Swin Cash,2439960b-a301-4bb4-b947-1906f149ff21,4,0.0,0.28600000000000003,0.0,2,2,2,1,1,0,0,1,1,0,15:13,913.0
8688,Carolyn,Swords,Carolyn Swords,91369e98-52c7-4c2d-8489-fcc626aee7d1,4,0.0,1.0,0.0,0,5,1,0,1,0,0,1,1,0,16:24,984.0
8689,Sugar,Rodgers,Sugar Rodgers,07e0c644-8280-4e74-8546-0c9343f824e8,10,0.0,0.5,25.0,4,4,0,2,0,0,0,0,1,0,28:38:00,1718.0
8690,Kiah,Stokes,Kiah Stokes,d3e817a8-9e72-44c2-a422-9d44a0b214d0,10,100.0,1.0,0.0,0,6,0,1,1,0,0,2,1,0,21:31,1291.0
8691,Tiffany,Mitchell,Tiffany Mitchell,100f94c5-3a62-4300-98bb-fe587522c2a6,5,0.0,0.5,100.0,3,1,0,1,1,0,0,1,0,1,14:24,864.0
8692,Lynetta,Kizer,Lynetta Kizer,e80a4aea-d9a2-4974-ba79-c03b6165daa0,21,100.0,0.7140000000000001,0.0,0,4,1,0,4,0,0,2,0,1,29:59:00,1799.0
8693,Tamika,Catchings,Tamika Catchings,d4b8c33b-7f52-4396-be56-f5e73d5e53a3,8,80.0,0.4,0.0,2,8,2,3,0,0,0,2,0,1,22:01,1321.0
8695,Erica,Wheeler,Erica Wheeler,28361fd5-c935-4025-a709-2c488f53ed8c,8,0.0,0.5710000000000001,0.0,1,4,1,1,1,0,0,1,0,1,32:05:00,1925.0
8696,Shenise,Johnson,Shenise Johnson,4548dbb5-f950-4ec2-8cc2-0ba120fa8678,10,0.0,0.33299999999999996,66.7,7,1,0,1,0,0,0,0,0,1,24:08:00,1448.0
8698,Erlana,Larkins,Erlana Larkins,ef6939eb-3ef0-4350-9ace-20b297093373,10,0.0,0.7140000000000001,0.0,3,6,1,1,4,0,0,1,0,1,31:04:00,1864.0
8699,Marissa,Coleman,Marissa Coleman,c76cc646-9334-4755-b9ab-b25f3ec30ee9,14,0.0,0.25,50.0,2,2,1,0,4,0,0,1,0,1,18:57,1137.0
8702,Briann,January,Briann January,9a3004e2-f946-4df6-b306-4213cc0879a0,6,0.0,0.375,0.0,6,3,0,3,1,0,0,0,0,1,27:22:00,1642.0
8703,Kahleah,Copper,Kahleah Copper,6434f048-1c61-4a79-a990-73f51f46245e,6,0.0,0.429,0.0,2,5,0,0,1,0,0,0,1,0,22:02,1322.0
8704,Tianna,Hawkins,Tianna Hawkins,91d7d573-663f-4d1d-98f7-64644f25a896,6,100.0,1.0,0.0,1,2,1,0,3,0,0,0,1,0,13:28,808.0
8705,Tierra,Ruffin-Pratt,Tierra Ruffin-Pratt,5035df5c-a727-478f-b7c9-41bd806d4d5c,10,60.0,0.667,33.3,4,3,0,1,3,0,0,2,1,0,25:33:00,1533.0
8707,Ally,Malott,Ally Malott,cb55c1f8-70f9-4b74-bdc7-db7c356bf9d2,6,0.0,0.0,100.0,0,0,0,1,0,0,0,0,1,0,5:08,308.0
8708,Natasha,Cloud,Natasha Cloud,f2c36797-b5c5-47a4-b073-43637c9794ef,5,0.0,1.0,25.0,3,4,0,1,3,0,0,3,1,0,28:13:00,1693.0
8709,Bria,Hartley,Bria Hartley,1213c08d-c297-4cc2-8a9c-f2f16d5786db,8,100.0,0.5,33.3,2,0,0,1,1,0,0,1,1,0,13:09,789.0
8710,Emma,Meesseman,Emma Meesseman,7ae3b3fc-2bf3-4600-abd6-c5511f140246,16,0.0,0.7140000000000001,40.0,3,2,1,3,1,0,0,1,1,0,26:50:00,1610.0
8711,Stefanie,Dolson,Stefanie Dolson,776e2238-8340-4425-ab90-ba69e1bc7441,2,0.0,0.5,0.0,1,1,0,0,0,0,0,0,1,0,17:50,1070.0
8712,Kia,Vaughn,Kia Vaughn,0a47c7f6-f94c-4ddb-b8da-407a861ea796,8,0.0,0.667,0.0,1,1,0,0,2,1,0,2,1,0,21:52,1312.0
8713,Ivory,Latta,Ivory Latta,e3e0ad34-ab9b-492b-acc2-32cdd6e4e128,8,100.0,0.429,0.0,4,0,0,1,1,0,0,1,1,0,23:19,1399.0
8714,Jamie,Weisner,Jamie Weisner,08e9e771-1033-4460-8ab1-8181d91c829a,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,2:36,156.0
8715,Whitney,Knight,Whitney Knight,b3905310-095a-4765-b247-19ac1adcb91a,3,0.0,0.0,100.0,0,1,1,0,1,0,0,1,0,1,5:08,308.0
8716,Jantel,Lavender,Jantel Lavender,694de0b2-2e26-4778-ae03-43d38d915637,11,50.0,0.7140000000000001,0.0,1,1,0,0,0,0,0,1,0,1,18:42,1122.0
8717,Nneka,Ogwumike,Nneka Ogwumike,e49da6d1-dd65-44f9-9a5f-d60010d8c384,24,91.7,0.833,100.0,2,14,5,1,1,0,0,0,0,1,26:30:00,1590.0
8718,Alana,Beard,Alana Beard,edea0ce9-bdc7-484a-98b1-ac166c1ce240,6,0.0,0.6,0.0,2,3,2,1,2,0,0,2,0,1,23:26,1406.0
8719,Evgenia,Belyakova,Evgenia Belyakova,355e27ac-5fbf-468a-82eb-9c87ac340e16,12,0.0,0.5,33.3,3,0,0,1,3,0,0,0,0,1,25:18:00,1518.0
8722,Chelsea,Gray,Chelsea Gray,ca6b54e3-612d-4523-9582-b88e675f58de,2,50.0,0.0,0.0,2,2,0,0,2,0,0,1,0,1,13:26,806.0
8723,Candace,Parker,Candace Parker,e2992444-14b7-4cc1-9880-a874e676d7fd,18,0.0,0.75,66.7,6,5,1,1,0,0,0,2,0,1,24:48:00,1488.0
8724,Kristi,Toliver,Kristi Toliver,12292e57-db16-407e-a936-d6fe4d0f0bb4,6,100.0,0.5,25.0,4,1,0,0,1,0,0,1,0,1,28:15:00,1695.0
8725,Ann,Wauters,Ann Wauters,0993a973-078a-4be3-b9c2-d2d97cb9240d,8,100.0,1.0,0.0,1,2,1,0,0,0,0,1,0,1,10:40,640.0
8726,Essence,Carson,Essence Carson,3e053532-93c1-4ac4-90b2-31b2a64cabbe,5,100.0,0.0,50.0,2,3,0,1,2,0,0,2,0,1,23:47,1427.0
8727,Rachel,Hollivay,Rachel Hollivay,c3f494fd-b481-4a13-8cf1-13d9df694d41,2,0.0,1.0,0.0,1,4,1,0,3,0,0,0,1,1,11:51,711.0
8729,Meighan,Simmons,Meighan Simmons,a581b191-6da3-4b65-b253-ef90b93a9222,0,0.0,0.0,0.0,0,2,0,0,2,0,0,2,1,1,6:34,394.0
8731,Markeisha,Gatling,Markeisha Gatling,8a82ef81-891a-4e96-9446-b07020361f79,2,0.0,0.5,0.0,1,0,0,1,3,0,0,0,1,1,8:04,484.0
8732,Bria,Holmes,Bria Holmes,57d6cf6c-09ee-4afa-b379-20277cce34d7,13,75.0,0.833,0.0,1,3,0,0,0,0,0,1,1,1,24:45:00,1485.0
8733,Layshia,Clarendon,Layshia Clarendon,b77b40a2-5844-48c0-bae2-5067516b2acf,17,80.0,0.75,50.0,4,5,1,0,2,0,0,2,1,1,29:56:00,1796.0
8734,Angel,McCoughtry,Angel McCoughtry,f6424ed9-e483-4de8-b577-a4c494adc002,14,66.7,0.385,0.0,5,6,2,3,1,0,0,2,1,1,31:53:00,1913.0
8735,Carla,Cortijo,Carla Cortijo,d91b9678-cb2c-40a7-9608-f775c2589a5a,7,100.0,0.5,0.0,3,2,0,0,3,0,0,2,1,1,10:17,617.0
8736,Elizabeth,Williams,Elizabeth Williams,c8672dba-0deb-4cf1-8304-82365865edaa,8,100.0,0.273,0.0,2,11,7,3,4,0,0,0,1,1,24:44:00,1484.0
8737,Tiffany,Hayes,Tiffany Hayes,f24ac568-77f4-4344-84a7-7fde145dda84,7,40.0,0.33299999999999996,100.0,1,2,1,1,5,0,0,2,1,1,18:13,1093.0
8738,Matee,Ajavon,Matee Ajavon,f2993f12-20e9-4b80-9019-da9c8660c9ee,1,50.0,0.0,0.0,0,1,0,0,0,0,0,0,1,1,5:06,306.0
8739,Reshanda,Gray,Reshanda Gray,b658b1a7-4d9b-4189-b5a9-91ff2f1dad12,22,57.1,0.75,0.0,1,10,2,1,4,0,0,3,1,1,28:37:00,1717.0
8740,Theresa,Plaisance,Theresa Plaisance,462f199b-4d49-40fd-acfd-88d06a77da50,3,50.0,0.25,0.0,1,5,2,1,4,0,0,1,0,0,13:37,817.0
8741,Jordan,Hooper,Jordan Hooper,fba8045d-57d6-4428-92c7-8ed6c19b0f0a,3,0.0,0.0,100.0,0,0,0,0,2,0,0,0,0,0,4:01,241.0
8743,Skylar,Diggins,Skylar Diggins,7c9b7ef1-edd2-4f69-a627-f321d662365d,29,84.6,0.563,0.0,3,1,1,2,4,0,0,1,0,0,31:01:00,1861.0
8744,Aerial,Powers,Aerial Powers,849170da-3a64-47f6-a912-818a3feceb4c,6,75.0,0.0,100.0,1,1,0,1,0,0,0,0,0,0,11:42,702.0
8745,Odyssey,Sims,Odyssey Sims,50eab91c-a616-4b89-832e-e17ac12708a8,6,0.0,0.375,0.0,4,3,0,0,5,0,0,1,0,0,36:37:00,2197.0
8746,Karima,Christmas,Karima Christmas,22d685d3-a4ec-4a64-a092-d48e2ea3274c,11,0.0,0.4,50.0,2,8,4,1,2,0,0,2,0,0,30:24:00,1824.0
8747,Courtney,Paris,Courtney Paris,b996b562-f689-4540-818d-16ca3e549f68,5,50.0,0.4,0.0,3,10,5,0,4,0,0,1,0,0,30:35:00,1835.0
8750,Plenette,Pierson,Plenette Pierson,e7af74dd-7ef4-435b-a3b9-97d23fb5cd91,15,50.0,0.5710000000000001,28.6,7,3,0,2,3,0,0,2,0,0,32:26:00,1946.0
8751,Tiffany,Bias,Tiffany Bias,691d8f5e-6122-4a26-af86-50410731ff09,10,75.0,1.0,50.0,1,2,0,1,1,0,0,2,0,0,9:37,577.0
8753,Renee,Montgomery,Renee Montgomery,d8ef9679-5f87-49ad-862d-75b4f5b03383,2,0.0,0.2,0.0,6,0,0,2,4,0,0,1,1,1,18:20,1100.0
8754,Rebekkah,Brunson,Rebekkah Brunson,d14c93b3-2d44-4dd2-b41c-ad44519d87b1,4,0.0,0.4,0.0,3,1,1,0,1,0,0,1,1,1,26:07:00,1567.0
8755,Seimone,Augustus,Seimone Augustus,65437be0-ee65-4ef1-8629-9bb9ba019747,6,0.0,0.6,0.0,2,2,1,0,0,0,0,2,1,1,21:04,1264.0
8756,Lindsay,Whalen,Lindsay Whalen,3f53a238-b4df-4861-b260-73fc309d6e94,4,0.0,0.25,0.0,4,4,1,0,1,0,0,1,1,1,21:40,1300.0
8757,Keisha,Hampton,Keisha Hampton,a76f90f6-149d-4c8f-84d4-c5a65f480f81,4,50.0,0.0,50.0,0,1,1,0,2,0,0,0,1,1,4:44,284.0
8758,Janel,McCarville,Janel McCarville,8b0b0092-3677-4f4b-9726-4f078c9f9c09,2,0.0,1.0,0.0,0,2,0,1,0,0,0,1,1,1,7:28,448.0
8759,Sylvia,Fowles,Sylvia Fowles,f607fa8c-8b49-493d-9dac-18654474e6ad,20,100.0,0.8,0.0,2,12,2,3,2,0,0,0,1,1,30:27:00,1827.0
8760,Maya,Moore,Maya Moore,43f98360-7930-4fe5-b49a-1c9fd3b0c5c7,21,91.7,0.222,50.0,3,8,2,1,2,0,0,4,1,1,35:16:00,2116.0
8762,Natasha,Howard,Natasha Howard,46479ac7-5745-40d2-abc8-7c660ea759e4,14,0.0,0.7,0.0,0,3,3,0,6,0,0,1,1,1,15:58,958.0
