,Game_id,Home_Team,Away_Team
0,4c1b49cd-e114-4936-8a81-10b238cc5d45,583ec773-fb46-11e1-82cb-f4ce4684ea4c,583eccfa-fb46-11e1-82cb-f4ce4684ea4c
1,75b1f6c1-0a57-4465-8f7e-fb2a135e3651,583ec825-fb46-11e1-82cb-f4ce4684ea4c,583ecb3a-fb46-11e1-82cb-f4ce4684ea4c
2,114844aa-3c31-4ac7-9afa-0a4f2ae65e0c,583ec7cd-fb46-11e1-82cb-f4ce4684ea4c,583ec9d6-fb46-11e1-82cb-f4ce4684ea4c
3,2f3d6d68-0415-4439-b87c-d01359d4dfc6,583ec928-fb46-11e1-82cb-f4ce4684ea4c,583ec97e-fb46-11e1-82cb-f4ce4684ea4c
4,6970252a-ffc3-4a29-8a8b-815f5e5628e8,583ec8d4-fb46-11e1-82cb-f4ce4684ea4c,583ec87d-fb46-11e1-82cb-f4ce4684ea4c
5,f863f9f1-569f-42ab-9895-e1228e06dd41,583ed157-fb46-11e1-82cb-f4ce4684ea4c,583ecea6-fb46-11e1-82cb-f4ce4684ea4c
6,f9c865d7-3afb-40c7-b657-fb090921101a,583eccfa-fb46-11e1-82cb-f4ce4684ea4c,583ecefd-fb46-11e1-82cb-f4ce4684ea4c
7,f76c5850-31cd-489a-8a75-ca63f8a4b3e6,583eca88-fb46-11e1-82cb-f4ce4684ea4c,583ecc9a-fb46-11e1-82cb-f4ce4684ea4c
8,dbd5e442-efaf-4519-b7ab-93eb2d94f576,583ecf50-fb46-11e1-82cb-f4ce4684ea4c,583ecb8f-fb46-11e1-82cb-f4ce4684ea4c
9,85c62c09-080b-45d3-ab30-76c623a6c679,583ece50-fb46-11e1-82cb-f4ce4684ea4c,583ed102-fb46-11e1-82cb-f4ce4684ea4c
10,b3fcdbc9-e783-45bc-959f-fd56376530d2,583ecd4f-fb46-11e1-82cb-f4ce4684ea4c,583eca2f-fb46-11e1-82cb-f4ce4684ea4c
11,5e30780c-cc78-40b5-9969-72d1b1809a75,583ed0ac-fb46-11e1-82cb-f4ce4684ea4c,583ecb3a-fb46-11e1-82cb-f4ce4684ea4c
12,ef6c0c89-2969-4a3a-a7c5-d66b52fdd1f0,583ecfa8-fb46-11e1-82cb-f4ce4684ea4c,583ed056-fb46-11e1-82cb-f4ce4684ea4c
13,208bc148-cc08-48f9-bcaf-40be216580c0,583ecda6-fb46-11e1-82cb-f4ce4684ea4c,583ec5fd-fb46-11e1-82cb-f4ce4684ea4c
14,c049b02b-e4f3-422b-b4f4-51a81508f822,583ecfff-fb46-11e1-82cb-f4ce4684ea4c,583ec70e-fb46-11e1-82cb-f4ce4684ea4c
15,ef59d74c-1394-4f8d-adf0-6b1ed643edd3,583ecae2-fb46-11e1-82cb-f4ce4684ea4c,583ecdfb-fb46-11e1-82cb-f4ce4684ea4c
16,1cb191b2-1223-4981-a9ca-0f03cd03c9a3,583ec8d4-fb46-11e1-82cb-f4ce4684ea4c,583ec928-fb46-11e1-82cb-f4ce4684ea4c
17,5e03d6f6-b493-48fc-99da-0c88b25c78c4,583ec87d-fb46-11e1-82cb-f4ce4684ea4c,583eccfa-fb46-11e1-82cb-f4ce4684ea4c
18,65d48a37-99bc-424a-83a7-a7dae5bd3e55,583ec97e-fb46-11e1-82cb-f4ce4684ea4c,583ecb8f-fb46-11e1-82cb-f4ce4684ea4c
19,b6b97b97-9ef3-46bd-a28c-dfc5be5a9a50,583ecefd-fb46-11e1-82cb-f4ce4684ea4c,583ec773-fb46-11e1-82cb-f4ce4684ea4c
20,c57d94f6-4b7d-4e7f-9c50-f187d2704b33,583ec7cd-fb46-11e1-82cb-f4ce4684ea4c,583ed056-fb46-11e1-82cb-f4ce4684ea4c
21,e8ee710d-7542-4484-b0c1-4cb92c889756,583ec9d6-fb46-11e1-82cb-f4ce4684ea4c,583ed157-fb46-11e1-82cb-f4ce4684ea4c
22,d0e6c3b9-1de4-42b1-ac8c-3710ef96a123,583eca2f-fb46-11e1-82cb-f4ce4684ea4c,583ece50-fb46-11e1-82cb-f4ce4684ea4c
