,game_id,home_team_id,away_team_id,home_team_name,away_team_name,date,home_points,away_points,Season
110,e30b4dc9-79f8-4d06-99c4-bc3183d26320,5c0d47fe-8539-47b0-9f36-d0b3609ca89b,3c409388-ab73-4c7f-953d-3a71062240f6,Washington Mystics,Chicago Sky,2020-09-04T23:00:00Z,79,69,2020
111,b3d34e50-4eca-4a53-9d34-51b14c1dca94,5f0b5caf-708b-4300-92f2-53b51d83ec06,6f017f37-be96-4bdc-b6d3-0a0429c72e89,Dallas Wings,Minnesota Lynx,2020-09-05T00:00:00Z,75,88,2020
112,f79a00e7-c333-4561-a013-b903bc9c54c3,0a5ad38d-2fe3-43ba-894b-1ba3d5042ea9,d6a012ed-84aa-48d3-8265-2d3f3ff2199a,Los Angeles Sparks,Seattle Storm,2020-09-05T02:00:00Z,89,90,2020
113,e2edf495-6922-4d1b-855e-dde330e372c0,f073a15f-0486-4179-b0a3-dfd0294eb595,a015b02d-845c-40c1-8ef4-844984f47e4d,Indiana Fever,Connecticut Sun,2020-09-05T20:00:00Z,77,96,2020
114,783a72a2-cbee-4b7e-a045-5bd64455357d,5d70a9af-8c2b-4aec-9e68-9acc6ddb93e4,171b097d-01db-4ae8-9d56-035689402ec6,Atlanta Dream,Las Vegas Aces,2020-09-05T22:00:00Z,79,89,2020
115,c1f726b0-d103-4b0f-b881-f3afaf599458,0699edf3-5993-4182-b9b4-ec935cbd4fcc,08ed8274-e29f-4248-bc2e-83cc8ed18d75,Phoenix Mercury,New York Liberty,2020-09-06T00:00:00Z,83,67,2020
116,b1accb39-fa76-472d-ba27-59185ef65adb,5c0d47fe-8539-47b0-9f36-d0b3609ca89b,5f0b5caf-708b-4300-92f2-53b51d83ec06,Washington Mystics,Dallas Wings,2020-09-06T20:00:00Z,94,101,2020
117,041e4be6-960f-491d-9a94-f2c5eb364e28,6f017f37-be96-4bdc-b6d3-0a0429c72e89,d6a012ed-84aa-48d3-8265-2d3f3ff2199a,Minnesota Lynx,Seattle Storm,2020-09-06T22:00:00Z,88,103,2020
118,935c6321-b057-4a3a-87dd-460d1d05974f,0a5ad38d-2fe3-43ba-894b-1ba3d5042ea9,3c409388-ab73-4c7f-953d-3a71062240f6,Los Angeles Sparks,Chicago Sky,2020-09-07T00:00:00Z,86,80,2020
119,9f035831-2812-41fb-9300-276ff7019a9b,0699edf3-5993-4182-b9b4-ec935cbd4fcc,a015b02d-845c-40c1-8ef4-844984f47e4d,Phoenix Mercury,Connecticut Sun,2020-09-07T22:00:00Z,70,85,2020
