,First_Name,Last_Name,player_id,Position,Points,Free_Throw_Percent,Two_Pt_Percent,Three_Pt_Percent,Assists,Rebounds,Offensive_Rebounds,Steals,Personal_Fouls,Flagrant_Fouls,Tech_Fouls,Turnovers,Team,Home_Away,win,Team_points,Min_played,Crowd,Stadium_Cap,game_id,game_date
29,Donovan,Mitchell,b6dde96e-3748-4cbe-86d2-798d5dffb3c0,G,57,100.0,72.2,40.0,7,9,2,1,2,0,0,5,Jazz,0,0,125,43:14,Covid,1200,6541eb3b-eb31-4f6f-a662-94e9d2640c99,2020-08-17T17:30:00+00:00
30,Jordan,Clarkson,03d77214-5780-4715-8df2-13de3af5ea2d,G,18,0.0,75.0,22.2,3,4,1,0,5,0,1,2,Jazz,0,0,125,39:08,Covid,1200,6541eb3b-eb31-4f6f-a662-94e9d2640c99,2020-08-17T17:30:00+00:00
31,Pascal,Siakam,3df1db1d-6596-489e-8e26-80f60fd9b1f4,F,18,100.0,33.3,25.0,1,11,2,0,4,0,0,2,Raptors,1,1,134,31:26,Covid,8000,221c06a2-6443-400e-a08c-a35ce6091054,2020-08-17T20:00:00+00:00
32,Patrick,McCaw,03854148-a3fa-4564-b1ff-922fe0ba32ba,G-F,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Raptors,1,1,134,00:00,Covid,8000,221c06a2-6443-400e-a08c-a35ce6091054,2020-08-17T20:00:00+00:00
33,Fred,VanVleet,45f17314-918c-49bd-a482-adc171859025,G,30,0.0,60.0,80.0,11,2,0,2,2,0,0,1,Raptors,1,1,134,38:41,Covid,8000,221c06a2-6443-400e-a08c-a35ce6091054,2020-08-17T20:00:00+00:00
34,Oshae,Brissett,36c27a5d-c5bd-4e81-83b6-c77457103855,F-G,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Raptors,1,1,134,00:00,Covid,8000,221c06a2-6443-400e-a08c-a35ce6091054,2020-08-17T20:00:00+00:00
35,Dewan,Hernandez,d9509e1d-a6d4-435b-975e-3346b6fa364b,F-C,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Raptors,1,1,134,00:00,Covid,8000,221c06a2-6443-400e-a08c-a35ce6091054,2020-08-17T20:00:00+00:00
36,Rondae,Hollis-Jefferson,b0d9c043-32b9-4c79-a692-564e93f62bd3,F,6,100.0,33.3,0.0,0,2,2,0,1,0,0,0,Raptors,1,1,134,11:30,Covid,8000,221c06a2-6443-400e-a08c-a35ce6091054,2020-08-17T20:00:00+00:00
37,Marc,Gasol,b73a8508-23a1-49ee-a466-aa9ea8add09e,C,13,100.0,75.0,25.0,1,5,0,0,2,0,0,4,Raptors,1,1,134,20:34,Covid,8000,221c06a2-6443-400e-a08c-a35ce6091054,2020-08-17T20:00:00+00:00
38,Chris,Boucher,f01d5d8d-f949-437a-a23f-3835c0939ced,F-C,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,Raptors,1,1,134,3:02,Covid,8000,221c06a2-6443-400e-a08c-a35ce6091054,2020-08-17T20:00:00+00:00
39,Kyle,Lowry,8c090758-6baa-468d-82fd-d47e17d5091b,G,16,100.0,0.0,30.0,6,7,0,0,2,0,0,0,Raptors,1,1,134,38:16,Covid,8000,221c06a2-6443-400e-a08c-a35ce6091054,2020-08-17T20:00:00+00:00
40,Paul,Watson,be16ec6f-8dad-4057-ba7b-746e28582a59,G-F,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Raptors,1,1,134,00:00,Covid,8000,221c06a2-6443-400e-a08c-a35ce6091054,2020-08-17T20:00:00+00:00
41,Malcolm,Miller,860e358a-9494-4f49-94a5-651168f66676,F-G,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Raptors,1,1,134,00:00,Covid,8000,221c06a2-6443-400e-a08c-a35ce6091054,2020-08-17T20:00:00+00:00
42,Stanley,Johnson,6ed42a42-6fd6-464c-8425-7e40489c679f,F-G,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Raptors,1,1,134,00:00,Covid,8000,221c06a2-6443-400e-a08c-a35ce6091054,2020-08-17T20:00:00+00:00
43,OG,Anunoby,9474fa0a-70dd-44c4-9751-dac5839ae7f3,F,12,100.0,33.3,60.0,1,5,2,1,5,0,0,1,Raptors,1,1,134,34:25,Covid,8000,221c06a2-6443-400e-a08c-a35ce6091054,2020-08-17T20:00:00+00:00
44,Matt,Thomas,2239eb97-eadc-4e6d-946f-9e17f0cea5b4,G,0,0.0,0.0,0.0,3,0,0,1,1,0,0,0,Raptors,1,1,134,7:24,Covid,8000,221c06a2-6443-400e-a08c-a35ce6091054,2020-08-17T20:00:00+00:00
45,Norman,Powell,e1e4c26d-ab5c-4bd7-886a-812854466bb8,G,6,0.0,0.0,66.7,0,3,0,0,3,0,0,2,Raptors,1,1,134,16:59,Covid,8000,221c06a2-6443-400e-a08c-a35ce6091054,2020-08-17T20:00:00+00:00
46,Serge,Ibaka,0afca4ef-6ad4-4f96-8cd2-b20b59c6ce90,F-C,22,100.0,60.0,50.0,3,7,3,0,2,0,0,1,Raptors,1,1,134,25:35,Covid,8000,221c06a2-6443-400e-a08c-a35ce6091054,2020-08-17T20:00:00+00:00
47,Terence,Davis,5054a7a7-7fc2-40fa-867e-486c3ff6de03,G,11,100.0,50.0,100.0,0,4,0,0,0,0,1,0,Raptors,1,1,134,12:08,Covid,8000,221c06a2-6443-400e-a08c-a35ce6091054,2020-08-17T20:00:00+00:00
