,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player_Name,Twitter_handle
0,1,Steven Adams_adamsst01,C,26,OKC,63,63,1680,283,478,0.5920000000000001,1,3,0.33299999999999996,282,475,0.594,0.593,117,201,0.5820000000000001,207,376,583,146,51,67,94,122,684,Steven Adams,adamsst01
1,2,Bam Adebayo_adebaba01,PF,22,MIA,72,72,2417,440,790,0.557,2,14,0.14300000000000002,438,776,0.564,0.5579999999999999,264,382,0.691,176,559,735,368,82,93,204,182,1146,Bam Adebayo,adebaba01
2,3,LaMarcus Aldridge_aldrila01,C,34,SAS,53,53,1754,391,793,0.493,61,157,0.389,330,636,0.519,0.532,158,191,0.8270000000000001,103,289,392,129,36,87,74,128,1001,LaMarcus Aldridge,aldrila01
3,4,Kyle Alexander_alexaky01,PF,23,MIA,2,0,13,1,2,0.5,0,0,,1,2,0.5,0.5,0,0,,2,1,3,0,0,0,1,1,2,Kyle Alexander,alexaky01
4,5,Nickeil Alexander-Walker_alexani01,SG,21,NOP,47,1,591,98,266,0.368,46,133,0.34600000000000003,52,133,0.391,0.455,25,37,0.6759999999999999,9,75,84,89,17,8,54,57,267,Nickeil Alexander-Walker,alexani01
5,6,Grayson Allen_allengr01,SG,24,MEM,38,0,718,117,251,0.466,57,141,0.40399999999999997,60,110,0.545,0.58,39,45,0.867,8,77,85,52,10,2,33,53,330,Grayson Allen,allengr01
6,7,Jarrett Allen_allenja01,C,21,BRK,70,64,1852,302,465,0.649,0,6,0.0,302,459,0.6579999999999999,0.649,171,270,0.633,216,455,671,110,40,92,77,162,775,Jarrett Allen,allenja01
7,8,Kadeem Allen_allenka01,SG,27,NYK,10,0,117,19,44,0.43200000000000005,5,16,0.313,14,28,0.5,0.489,7,11,0.636,2,7,9,21,5,2,8,7,50,Kadeem Allen,allenka01
8,9,Al-Farouq Aminu_aminual01,PF,29,ORL,18,2,380,25,86,0.29100000000000004,9,36,0.25,16,50,0.32,0.34299999999999997,19,29,0.655,24,63,87,21,18,8,17,27,78,Al-Farouq Aminu,aminual01
9,10,Justin Anderson_anderju01,SF,26,BRK,10,1,107,10,38,0.263,6,29,0.207,4,9,0.444,0.342,2,4,0.5,1,20,21,8,0,6,4,13,28,Justin Anderson,anderju01
10,11,Kyle Anderson_anderky01,PF,26,MEM,67,28,1330,157,331,0.474,24,85,0.282,133,246,0.541,0.511,52,78,0.667,58,227,285,162,54,37,66,111,390,Kyle Anderson,anderky01
11,12,Ryan Anderson_anderry01,C,31,HOU,2,0,14,2,7,0.28600000000000003,1,5,0.2,1,2,0.5,0.35700000000000004,0,0,,0,7,7,2,1,0,1,1,5,Ryan Anderson,anderry01
12,13,Giannis Antetokounmpo_antetgi01,PF,25,MIL,63,63,1917,685,1238,0.5529999999999999,89,293,0.304,596,945,0.631,0.589,398,629,0.633,140,716,856,354,61,66,230,195,1857,Giannis Antetokounmpo,antetgi01
13,14,Kostas Antetokounmpo_antetko01,PF,22,LAL,5,0,20,3,3,1.0,0,0,,3,3,1.0,1.0,1,2,0.5,2,1,3,2,0,0,1,2,7,Kostas Antetokounmpo,antetko01
14,15,Thanasis Antetokounmpo_antetth01,SF,27,MIL,20,2,129,24,48,0.5,0,10,0.0,24,38,0.632,0.5,7,17,0.41200000000000003,12,12,24,15,7,2,12,18,55,Thanasis Antetokounmpo,antetth01
15,16,Carmelo Anthony_anthoca01,PF,35,POR,58,58,1902,336,782,0.43,87,226,0.385,249,556,0.44799999999999995,0.485,136,161,0.845,71,297,368,85,49,27,100,171,895,Carmelo Anthony,anthoca01
16,17,OG Anunoby_anunoog01,SF,22,TOR,69,68,2066,286,566,0.505,89,228,0.39,197,338,0.583,0.584,72,102,0.706,80,284,364,108,96,45,79,167,733,OG Anunoby,anunoog01
17,18,Ryan Arcidiacono_arcidry01,PG,25,CHI,58,4,930,90,220,0.409,54,138,0.391,36,82,0.439,0.532,27,38,0.711,20,90,110,96,27,3,37,96,261,Ryan Arcidiacono,arcidry01
18,19,Trevor Ariza_arizatr01,SF,34,TOT,53,21,1493,142,324,0.43799999999999994,77,207,0.37200000000000005,65,117,0.556,0.557,62,74,0.838,34,212,246,91,69,15,56,111,423,Trevor Ariza,arizatr01
19,19,Trevor Ariza_arizatr01,SF,34,SAC,32,0,791,64,165,0.38799999999999996,43,122,0.35200000000000004,21,43,0.488,0.518,21,27,0.778,21,125,146,50,35,7,28,63,192,Trevor Ariza,arizatr01
20,19,Trevor Ariza_arizatr01,SF,34,POR,21,21,702,78,159,0.491,34,85,0.4,44,74,0.595,0.597,41,47,0.872,13,87,100,41,34,8,28,48,231,Trevor Ariza,arizatr01
21,20,D.J. Augustin_augusdj01,PG,32,ORL,57,13,1420,184,461,0.39899999999999997,70,201,0.348,114,260,0.43799999999999994,0.475,161,181,0.89,22,100,122,262,34,1,86,72,599,D.J. Augustin,augusdj01
22,21,Deandre Ayton_aytonde01,C,21,PHO,38,32,1236,310,568,0.546,3,13,0.231,307,555,0.5529999999999999,0.5479999999999999,67,89,0.753,147,289,436,72,26,58,80,117,690,Deandre Ayton,aytonde01
23,22,Dwayne Bacon_bacondw01,SG,24,CHO,39,11,687,85,244,0.348,19,67,0.284,66,177,0.373,0.387,35,53,0.66,15,85,100,52,23,2,37,52,224,Dwayne Bacon,bacondw01
24,23,Marvin Bagley III_baglema01,PF,20,SAC,13,6,334,78,167,0.467,4,22,0.182,74,145,0.51,0.479,25,31,0.8059999999999999,29,68,97,10,6,12,18,43,185,Marvin Bagley III,baglema01
25,24,Lonzo Ball_balllo01,PG,22,NOP,63,54,2025,277,687,0.40299999999999997,148,395,0.375,129,292,0.442,0.511,43,76,0.5660000000000001,71,312,383,438,88,38,193,128,745,Lonzo Ball,balllo01
26,25,Mo Bamba_bambamo01,C,21,ORL,62,0,878,132,286,0.462,37,107,0.34600000000000003,95,179,0.531,0.526,31,46,0.674,100,202,302,42,23,86,42,116,332,Mo Bamba,bambamo01
27,26,J.J. Barea_bareajo01,PG,35,DAL,29,6,450,85,207,0.41100000000000003,32,85,0.376,53,122,0.434,0.488,20,22,0.909,10,43,53,112,5,2,38,27,222,J.J. Barea,bareajo01
28,27,Harrison Barnes_barneha02,PF,27,SAC,72,72,2482,365,793,0.46,102,268,0.381,263,525,0.501,0.525,214,267,0.8009999999999999,77,278,355,159,43,12,88,93,1046,Harrison Barnes,barneha02
29,28,RJ Barrett_barrerj01,SG,19,NYK,56,55,1704,292,727,0.402,63,197,0.32,229,530,0.43200000000000005,0.445,156,254,0.614,50,229,279,143,55,17,124,122,803,RJ Barrett,barrerj01
30,29,Will Barton_bartowi01,SF,29,DEN,58,58,1916,332,738,0.45,108,288,0.375,224,450,0.498,0.523,102,133,0.767,76,289,365,212,61,29,88,121,874,Will Barton,bartowi01
31,30,Keita Bates-Diop_bateske01,SF,24,TOT,44,0,744,100,234,0.42700000000000005,34,103,0.33,66,131,0.504,0.5,54,75,0.72,25,102,127,30,19,24,17,43,288,Keita Bates-Diop,bateske01
32,30,Keita Bates-Diop_bateske01,SF,24,MIN,37,0,646,87,206,0.42200000000000004,31,94,0.33,56,112,0.5,0.498,46,65,0.708,21,89,110,30,17,20,14,36,251,Keita Bates-Diop,bateske01
33,30,Keita Bates-Diop_bateske01,SF,24,DEN,7,0,98,13,28,0.46399999999999997,3,9,0.33299999999999996,10,19,0.526,0.518,8,10,0.8,4,13,17,0,2,4,3,7,37,Keita Bates-Diop,bateske01
34,31,Nicolas Batum_batumni01,SF,31,CHO,22,3,505,28,81,0.34600000000000003,14,49,0.28600000000000003,14,32,0.43799999999999994,0.43200000000000005,9,10,0.9,25,75,100,66,17,8,22,41,79,Nicolas Batum,batumni01
35,32,Aron Baynes_baynear01,C,33,PHO,42,28,934,183,381,0.48,59,168,0.35100000000000003,124,213,0.5820000000000001,0.5579999999999999,56,75,0.747,71,166,237,67,10,23,50,141,481,Aron Baynes,baynear01
36,33,Kent Bazemore_bazemke01,SF-SG,30,TOT,68,21,1688,200,534,0.375,84,244,0.344,116,290,0.4,0.45299999999999996,113,147,0.769,27,267,294,93,74,40,91,196,597,Kent Bazemore,bazemke01
37,33,Kent Bazemore_bazemke01,SF,30,POR,43,21,1111,113,326,0.34700000000000003,56,171,0.327,57,155,0.368,0.433,58,72,0.8059999999999999,13,159,172,61,45,31,60,121,340,Kent Bazemore,bazemke01
38,33,Kent Bazemore_bazemke01,SG,30,SAC,25,0,577,87,208,0.418,28,73,0.384,59,135,0.43700000000000006,0.486,55,75,0.733,14,108,122,32,29,9,31,75,257,Kent Bazemore,bazemke01
39,34,Darius Bazley_bazleda01,PF,19,OKC,61,9,1130,125,317,0.39399999999999996,49,141,0.348,76,176,0.43200000000000005,0.47200000000000003,43,62,0.6940000000000001,30,216,246,41,23,41,45,55,342,Darius Bazley,bazleda01
40,35,Bradley Beal_bealbr01,SG,26,WAS,57,57,2053,593,1303,0.455,170,481,0.353,423,822,0.515,0.52,385,457,0.8420000000000001,52,190,242,347,71,23,194,126,1741,Bradley Beal,bealbr01
41,36,Malik Beasley_beaslma01,SG,23,TOT,55,14,1209,227,534,0.425,107,276,0.38799999999999996,120,258,0.465,0.525,54,66,0.818,18,130,148,75,40,8,57,77,615,Malik Beasley,beaslma01
42,36,Malik Beasley_beaslma01,SG,23,DEN,41,0,746,117,301,0.389,58,161,0.36,59,140,0.42100000000000004,0.485,33,38,0.868,9,68,77,48,31,6,36,50,325,Malik Beasley,beaslma01
43,36,Malik Beasley_beaslma01,SG,23,MIN,14,14,463,110,233,0.47200000000000003,49,115,0.426,61,118,0.517,0.5770000000000001,21,28,0.75,9,62,71,27,9,2,21,27,290,Malik Beasley,beaslma01
44,37,Marco Belinelli_belinma01,SG,33,SAS,57,0,883,123,314,0.392,67,178,0.376,56,136,0.41200000000000003,0.498,48,58,0.828,7,92,99,69,12,1,19,45,361,Marco Belinelli,belinma01
45,38,Jordan Bell_belljo01,C-PF,25,TOT,29,0,256,35,67,0.522,4,12,0.33299999999999996,31,55,0.564,0.552,19,31,0.613,30,51,81,16,3,10,21,19,93,Jordan Bell,belljo01
46,38,Jordan Bell_belljo01,C,25,MIN,27,0,235,32,60,0.5329999999999999,2,9,0.222,30,51,0.588,0.55,17,29,0.586,28,50,78,14,2,10,18,17,83,Jordan Bell,belljo01
47,38,Jordan Bell_belljo01,PF,25,MEM,2,0,21,3,7,0.429,2,3,0.667,1,4,0.25,0.5710000000000001,2,2,1.0,2,1,3,2,1,0,3,2,10,Jordan Bell,belljo01
48,39,DeAndre' Bembry_bembrde01,SG,25,ATL,43,4,915,104,228,0.456,15,65,0.231,89,163,0.546,0.489,26,48,0.542,34,118,152,81,55,19,60,84,249,DeAndre' Bembry,bembrde01
49,40,Dragan Bender_bendedr01,SF,22,TOT,16,3,286,41,92,0.446,15,43,0.349,26,49,0.531,0.527,10,14,0.7140000000000001,16,57,73,28,4,9,21,42,107,Dragan Bender,bendedr01
50,40,Dragan Bender_bendedr01,SF,22,MIL,7,0,91,10,21,0.47600000000000003,4,9,0.444,6,12,0.5,0.5710000000000001,2,3,0.667,0,20,20,9,0,5,5,16,26,Dragan Bender,bendedr01
51,40,Dragan Bender_bendedr01,SF,22,GSW,9,3,195,31,71,0.43700000000000006,11,34,0.324,20,37,0.541,0.514,8,11,0.727,16,37,53,19,4,4,16,26,81,Dragan Bender,bendedr01
52,41,Dāvis Bertāns_bertada01,PF,27,WAS,54,4,1583,265,610,0.434,200,472,0.424,65,138,0.47100000000000003,0.598,104,122,0.852,35,210,245,92,37,33,59,139,834,Dāvis Bertāns,bertada01
53,42,Patrick Beverley_beverpa01,PG,31,LAC,51,50,1342,147,341,0.431,80,206,0.38799999999999996,67,135,0.496,0.5479999999999999,31,47,0.66,57,209,266,183,54,25,66,156,405,Patrick Beverley,beverpa01
54,43,Khem Birch_birchkh01,C,27,ORL,48,24,922,73,143,0.51,0,1,0.0,73,142,0.514,0.51,66,101,0.653,91,129,220,50,20,23,31,91,212,Khem Birch,birchkh01
55,44,Goga Bitadze_bitadgo01,C,20,IND,54,2,471,70,150,0.467,8,42,0.19,62,108,0.574,0.493,24,33,0.727,25,81,106,23,10,37,28,65,172,Goga Bitadze,bitadgo01
56,45,Bismack Biyombo_biyombi01,C,27,CHO,53,29,1029,151,278,0.5429999999999999,0,0,,151,278,0.5429999999999999,0.5429999999999999,91,151,0.603,120,188,308,50,10,49,48,116,393,Bismack Biyombo,biyombi01
57,46,Nemanja Bjelica_bjeline01,PF,31,SAC,72,67,2011,314,653,0.48100000000000004,134,320,0.419,180,333,0.541,0.583,69,84,0.821,111,347,458,203,62,40,99,216,831,Nemanja Bjelica,bjeline01
58,47,Eric Bledsoe_bledser01,PG,30,MIL,61,61,1646,334,703,0.475,74,215,0.344,260,488,0.5329999999999999,0.528,169,214,0.79,43,239,282,328,57,26,148,128,911,Eric Bledsoe,bledser01
59,48,Bogdan Bogdanović_bogdabo01,SG,27,SAC,61,28,1766,337,766,0.44,164,441,0.37200000000000005,173,325,0.532,0.547,86,116,0.741,26,181,207,207,64,15,102,133,924,Bogdan Bogdanović,bogdabo01
60,49,Bojan Bogdanović_bogdabo02,SF,30,UTA,63,63,2083,418,935,0.447,189,457,0.414,229,478,0.479,0.5479999999999999,250,277,0.903,39,220,259,131,34,7,159,110,1275,Bojan Bogdanović,bogdabo02
61,50,Bol Bol_bolbo01,SF,20,DEN,7,0,87,14,28,0.5,4,9,0.444,10,19,0.526,0.5710000000000001,8,10,0.8,5,14,19,6,2,6,10,11,40,Bol Bol,bolbo01
62,51,Jonah Bolden_boldejo01,PF,24,TOT,7,0,47,4,11,0.364,0,4,0.0,4,7,0.5710000000000001,0.364,2,4,0.5,3,6,9,0,3,2,2,10,10,Jonah Bolden,boldejo01
63,51,Jonah Bolden_boldejo01,PF,24,PHI,4,0,14,2,3,0.667,0,1,0.0,2,2,1.0,0.667,0,2,0.0,0,1,1,0,1,0,2,4,4,Jonah Bolden,boldejo01
64,51,Jonah Bolden_boldejo01,PF,24,PHO,3,0,33,2,8,0.25,0,3,0.0,2,5,0.4,0.25,2,2,1.0,3,5,8,0,2,2,0,6,6,Jonah Bolden,boldejo01
65,52,Marques Bolden_boldema01,C,21,CLE,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,2,2,0,1,0,0,1,0,Marques Bolden,boldema01
66,53,Jordan Bone_bonejo01,PG,22,DET,10,0,53,5,20,0.25,2,10,0.2,3,10,0.3,0.3,0,0,,0,4,4,8,1,0,2,6,12,Jordan Bone,bonejo01
67,54,Isaac Bonga_bongais01,SF,20,WAS,66,49,1250,118,234,0.504,25,71,0.35200000000000004,93,163,0.5710000000000001,0.5579999999999999,69,85,0.812,71,151,222,76,45,22,58,156,330,Isaac Bonga,bongais01
68,55,Devin Booker_bookede01,SG,23,PHO,70,70,2512,627,1283,0.489,141,398,0.354,486,885,0.5489999999999999,0.544,468,509,0.919,29,268,297,456,49,18,264,213,1863,Devin Booker,bookede01
69,56,Chris Boucher_bouchch01,PF,27,TOR,62,0,819,141,299,0.47200000000000003,38,118,0.322,103,181,0.569,0.535,91,116,0.784,107,170,277,26,22,61,28,114,411,Chris Boucher,bouchch01
70,57,Brian Bowen_bowenbr02,SG,21,IND,6,1,31,3,10,0.3,0,2,0.0,3,8,0.375,0.3,0,0,,1,6,7,0,0,1,1,3,6,Brian Bowen,bowenbr02
71,58,Ky Bowman_bowmaky01,PG,22,GSW,45,12,1015,134,321,0.41700000000000004,33,107,0.308,101,214,0.47200000000000003,0.469,34,41,0.8290000000000001,24,97,121,131,44,10,70,102,335,Ky Bowman,bowmaky01
72,59,Avery Bradley_bradlav01,SG,29,LAL,49,44,1186,170,383,0.444,63,173,0.364,107,210,0.51,0.526,20,24,0.833,18,97,115,63,43,5,47,110,423,Avery Bradley,bradlav01
73,60,Tony Bradley_bradlto01,C,22,UTA,58,3,663,126,189,0.667,3,3,1.0,123,186,0.6609999999999999,0.675,30,46,0.652,111,156,267,23,14,33,30,115,285,Tony Bradley,bradlto01
74,61,Jarrell Brantley_brantja01,PF,23,UTA,9,0,96,10,28,0.35700000000000004,3,13,0.231,7,15,0.467,0.41100000000000003,1,2,0.5,2,18,20,11,3,5,7,7,24,Jarrell Brantley,brantja01
75,62,Ignas Brazdeikis_brazdig01,SF,21,NYK,9,0,53,6,22,0.273,1,9,0.111,5,13,0.385,0.295,4,5,0.8,2,3,5,4,0,1,2,3,17,Ignas Brazdeikis,brazdig01
76,63,Corey Brewer_breweco01,SG,33,SAC,5,0,33,2,4,0.5,0,1,0.0,2,3,0.667,0.5,1,3,0.33299999999999996,2,6,8,2,4,0,2,7,5,Corey Brewer,breweco01
77,64,Mikal Bridges_bridgmi01,SF,23,PHO,73,32,2042,247,484,0.51,70,194,0.361,177,290,0.61,0.583,103,122,0.8440000000000001,66,226,292,129,102,46,73,163,667,Mikal Bridges,bridgmi01
78,65,Miles Bridges_bridgmi02,SF,21,CHO,65,64,1995,319,753,0.424,99,300,0.33,220,453,0.486,0.489,106,131,0.809,88,274,362,114,40,48,95,132,843,Miles Bridges,bridgmi02
79,66,Oshae Brissett_brissos01,SF,21,TOR,19,0,135,13,36,0.361,3,15,0.2,10,21,0.47600000000000003,0.40299999999999997,8,10,0.8,9,17,26,7,4,1,7,18,37,Oshae Brissett,brissos01
80,67,Ryan Broekhoff_broekry01,SG,29,DAL,17,1,180,22,59,0.373,20,51,0.392,2,8,0.25,0.542,7,8,0.875,5,38,43,11,5,4,6,15,71,Ryan Broekhoff,broekry01
81,68,Malcolm Brogdon_brogdma01,PG,27,IND,54,54,1666,326,744,0.43799999999999994,75,230,0.326,251,514,0.488,0.489,166,186,0.892,46,216,262,381,35,10,131,98,893,Malcolm Brogdon,brogdma01
82,69,Dillon Brooks_brookdi01,SG,24,MEM,73,73,2112,435,1068,0.40700000000000003,147,411,0.358,288,657,0.43799999999999994,0.47600000000000003,164,203,0.8079999999999999,68,175,243,150,63,27,124,278,1181,Dillon Brooks,brookdi01
83,70,Bruce Brown_brownbr01,SG,23,DET,58,43,1634,198,447,0.44299999999999995,33,96,0.344,165,351,0.47,0.48,88,119,0.7390000000000001,61,213,274,230,63,29,100,162,517,Bruce Brown,brownbr01
84,71,Charlie Brown_brownch02,SG,22,ATL,10,0,40,6,19,0.316,3,9,0.33299999999999996,3,10,0.3,0.395,5,5,1.0,2,2,4,2,2,2,3,3,20,Charlie Brown,brownch02
85,72,Jaylen Brown_brownja02,SF,23,BOS,57,57,1934,427,887,0.48100000000000004,129,338,0.382,298,549,0.5429999999999999,0.5539999999999999,176,243,0.7240000000000001,62,302,364,118,65,20,125,167,1159,Jaylen Brown,brownja02
86,73,Moses Brown_brownmo01,C,20,POR,9,0,33,4,10,0.4,0,0,,4,10,0.4,0.4,3,8,0.375,3,11,14,1,1,1,3,7,11,Moses Brown,brownmo01
87,74,Sterling Brown_brownst02,SF,24,MIL,52,1,767,95,256,0.371,44,136,0.324,51,120,0.425,0.457,32,40,0.8,31,152,183,51,29,7,42,54,266,Sterling Brown,brownst02
88,75,Troy Brown Jr._browntr01,SG,20,WAS,69,22,1782,273,622,0.439,61,179,0.341,212,443,0.479,0.488,109,139,0.784,76,307,383,178,85,7,79,132,716,Troy Brown Jr.,browntr01
89,76,Jalen Brunson_brunsja01,PG,23,DAL,57,16,1022,181,388,0.466,43,120,0.358,138,268,0.515,0.522,61,75,0.813,22,112,134,188,22,4,66,74,466,Jalen Brunson,brunsja01
90,77,Thomas Bryant_bryanth01,C,22,WAS,46,36,1147,243,418,0.581,37,91,0.40700000000000003,206,327,0.63,0.626,86,116,0.741,98,233,331,83,25,49,53,103,609,Thomas Bryant,bryanth01
91,78,Reggie Bullock_bullore01,SG,28,NYK,29,19,684,90,224,0.402,37,111,0.33299999999999996,53,113,0.469,0.484,17,21,0.81,13,55,68,42,25,3,19,56,234,Reggie Bullock,bullore01
92,79,Trey Burke_burketr01,PG,27,TOT,33,1,520,94,209,0.45,32,75,0.42700000000000005,62,134,0.46299999999999997,0.526,23,29,0.7929999999999999,16,34,50,83,16,2,21,33,243,Trey Burke,burketr01
93,79,Trey Burke_burketr01,PG,27,PHI,25,0,329,59,127,0.465,16,38,0.42100000000000004,43,89,0.483,0.528,13,18,0.722,15,20,35,53,7,1,12,21,147,Trey Burke,burketr01
94,79,Trey Burke_burketr01,PG,27,DAL,8,1,191,35,82,0.42700000000000005,16,37,0.43200000000000005,19,45,0.42200000000000004,0.524,10,11,0.909,1,14,15,30,9,1,9,12,96,Trey Burke,burketr01
95,80,Alec Burks_burksal01,SG,28,TOT,66,19,1754,321,768,0.418,116,301,0.385,205,467,0.439,0.493,235,265,0.887,48,234,282,189,62,17,91,128,993,Alec Burks,burksal01
96,80,Alec Burks_burksal01,SG,28,GSW,48,18,1390,244,601,0.406,84,224,0.375,160,377,0.424,0.47600000000000003,201,224,0.897,37,189,226,151,50,17,76,107,773,Alec Burks,burksal01
97,80,Alec Burks_burksal01,SG,28,PHI,18,1,364,77,167,0.461,32,77,0.41600000000000004,45,90,0.5,0.557,34,41,0.8290000000000001,11,45,56,38,12,0,15,21,220,Alec Burks,burksal01
98,81,Deonte Burton_burtode02,SG,26,OKC,39,0,356,43,125,0.344,10,53,0.18899999999999997,33,72,0.45799999999999996,0.384,8,14,0.5710000000000001,7,50,57,17,7,10,19,34,104,Deonte Burton,burtode02
99,82,Jimmy Butler_butleji01,SF,30,MIA,58,58,1959,345,758,0.455,29,119,0.244,316,639,0.495,0.474,438,525,0.8340000000000001,106,280,386,350,103,32,127,81,1157,Jimmy Butler,butleji01
100,83,Bruno Caboclo_cabocbr01,C,24,TOT,30,0,244,38,89,0.42700000000000005,6,33,0.182,32,56,0.5710000000000001,0.461,8,9,0.889,23,37,60,12,15,17,13,31,90,Bruno Caboclo,cabocbr01
101,83,Bruno Caboclo_cabocbr01,C,24,MEM,22,0,192,28,69,0.406,4,25,0.16,24,44,0.545,0.435,2,3,0.667,17,27,44,10,10,12,7,23,62,Bruno Caboclo,cabocbr01
102,83,Bruno Caboclo_cabocbr01,C,24,HOU,8,0,52,10,20,0.5,2,8,0.25,8,12,0.667,0.55,6,6,1.0,6,10,16,2,5,5,6,8,28,Bruno Caboclo,cabocbr01
103,84,Devontae Cacok_cacokde01,C,23,LAL,1,0,9,3,6,0.5,0,0,,3,6,0.5,0.5,0,0,,2,3,5,1,0,0,0,0,6,Devontae Cacok,cacokde01
104,85,Kentavious Caldwell-Pope_caldwke01,SG,26,LAL,69,26,1762,237,507,0.467,92,239,0.385,145,268,0.541,0.5579999999999999,79,102,0.775,38,104,142,111,57,14,62,128,645,Kentavious Caldwell-Pope,caldwke01
105,86,Vlatko Čančar_cancavl01,SF,22,DEN,14,0,45,6,15,0.4,1,6,0.16699999999999998,5,9,0.556,0.433,4,4,1.0,5,5,10,3,1,1,3,7,17,Vlatko Čančar,cancavl01
106,87,Clint Capela_capelca01,C,25,HOU,39,39,1279,244,388,0.629,0,0,,244,388,0.629,0.629,55,104,0.529,168,369,537,48,33,72,63,102,543,Clint Capela,capelca01
107,88,DeMarre Carroll_carrode01,SF-PF,33,TOT,24,0,290,25,66,0.379,8,33,0.242,17,33,0.515,0.439,29,42,0.69,12,43,55,25,8,5,17,32,87,DeMarre Carroll,carrode01
108,88,DeMarre Carroll_carrode01,SF,33,SAS,15,0,135,9,29,0.31,3,13,0.231,6,16,0.375,0.36200000000000004,12,20,0.6,7,24,31,11,2,2,10,20,33,DeMarre Carroll,carrode01
109,88,DeMarre Carroll_carrode01,PF,33,HOU,9,0,155,16,37,0.43200000000000005,5,20,0.25,11,17,0.647,0.5,17,22,0.773,5,19,24,14,6,3,7,12,54,DeMarre Carroll,carrode01
110,89,Jevon Carter_carteje01,PG,24,PHO,58,2,945,101,243,0.41600000000000004,62,146,0.425,39,97,0.402,0.5429999999999999,23,27,0.852,30,88,118,84,47,17,32,86,287,Jevon Carter,carteje01
111,90,Vince Carter_cartevi01,SF,43,ATL,60,0,876,107,304,0.35200000000000004,61,202,0.302,46,102,0.451,0.452,23,29,0.7929999999999999,18,106,124,48,23,25,33,90,298,Vince Carter,cartevi01
112,91,Wendell Carter Jr._cartewe01,C,20,CHI,43,43,1256,183,343,0.534,6,29,0.207,177,314,0.564,0.542,112,152,0.737,139,266,405,51,33,36,72,162,484,Wendell Carter Jr.,cartewe01
113,92,Michael Carter-Williams_cartemi01,SG,28,ORL,45,0,833,111,260,0.42700000000000005,22,75,0.293,89,185,0.48100000000000004,0.469,79,95,0.8320000000000001,46,101,147,109,49,22,52,87,323,Michael Carter-Williams,cartemi01
114,93,Alex Caruso_carusal01,PG,25,LAL,64,2,1175,120,291,0.41200000000000003,40,120,0.33299999999999996,80,171,0.46799999999999997,0.48100000000000004,69,94,0.7340000000000001,17,106,123,124,70,18,53,98,349,Alex Caruso,carusal01
115,94,Willie Cauley-Stein_caulewi01,C,26,TOT,54,39,1097,175,302,0.579,0,1,0.0,175,301,0.581,0.579,40,66,0.606,84,231,315,70,49,61,40,121,390,Willie Cauley-Stein,caulewi01
116,94,Willie Cauley-Stein_caulewi01,C,26,GSW,41,37,940,144,257,0.56,0,0,,144,257,0.56,0.56,35,57,0.614,71,184,255,60,45,50,35,102,323,Willie Cauley-Stein,caulewi01
117,94,Willie Cauley-Stein_caulewi01,C,26,DAL,13,2,157,31,45,0.6890000000000001,0,1,0.0,31,44,0.705,0.6890000000000001,5,9,0.556,13,47,60,10,4,11,5,19,67,Willie Cauley-Stein,caulewi01
118,95,Tyson Chandler_chandty01,C,37,HOU,26,5,219,14,18,0.778,0,0,,14,18,0.778,0.778,6,13,0.462,25,41,66,6,6,8,8,32,34,Tyson Chandler,chandty01
119,96,Wilson Chandler_chandwi01,SF,32,BRK,35,3,734,74,183,0.40399999999999997,37,121,0.306,37,62,0.597,0.505,20,23,0.87,11,134,145,39,16,12,34,79,205,Wilson Chandler,chandwi01
120,97,Joe Chealey_chealjo01,PG,24,CHO,4,0,33,0,7,0.0,0,4,0.0,0,3,0.0,0.0,2,2,1.0,0,0,0,1,4,0,2,2,2,Joe Chealey,chealjo01
121,98,Zylan Cheatham_cheatzy01,SF,24,NOP,4,0,51,6,9,0.667,0,1,0.0,6,8,0.75,0.667,0,0,,3,6,9,3,1,1,4,10,12,Zylan Cheatham,cheatzy01
122,99,Chris Chiozza_chiozch01,PG,24,TOT,28,2,401,55,140,0.39299999999999996,27,72,0.375,28,68,0.41200000000000003,0.489,5,5,1.0,9,44,53,83,21,4,32,37,142,Chris Chiozza,chiozch01
123,99,Chris Chiozza_chiozch01,PG,24,WAS,10,0,123,10,34,0.294,7,16,0.43799999999999994,3,18,0.16699999999999998,0.397,0,0,,0,15,15,28,10,2,9,12,27,Chris Chiozza,chiozch01
124,99,Chris Chiozza_chiozch01,PG,24,BRK,18,2,278,45,106,0.425,20,56,0.35700000000000004,25,50,0.5,0.519,5,5,1.0,9,29,38,55,11,2,23,25,115,Chris Chiozza,chiozch01
125,100,Marquese Chriss_chrisma01,PF,22,GSW,59,21,1196,210,385,0.545,8,39,0.205,202,346,0.584,0.556,120,156,0.769,114,251,365,114,39,62,78,122,548,Marquese Chriss,chrisma01
126,101,Gary Clark_clarkga01,PF,25,TOT,42,5,567,54,133,0.406,39,111,0.35100000000000003,15,22,0.682,0.5529999999999999,9,10,0.9,37,73,110,17,6,22,10,46,156,Gary Clark,clarkga01
127,101,Gary Clark_clarkga01,PF,25,HOU,18,0,212,23,59,0.39,18,51,0.353,5,8,0.625,0.542,6,7,0.857,11,29,40,12,2,7,2,21,70,Gary Clark,clarkga01
