,Rk,Player,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
276,277,Malcolm Miller\millema01,TOR,4,0,10.6,1.3,2.0,0.625,0.8,1.0,0.75,0.5,0.5,1.0,0.3,0.3,0.5,0.8,0.3,0.0,0.3,2.0,3.8,2.8
277,278,Quinn Cook\cookqu01,LAL,12,1,10.3,1.7,4.3,0.392,0.7,1.9,0.348,0.5,0.5,1.0,0.3,0.7,1.0,1.2,0.1,0.1,0.8,0.4,4.5,2.7
278,279,Anfernee Simons\simonan01,POR,9,0,14.6,1.2,4.1,0.297,0.8,2.3,0.33299999999999996,0.6,0.7,0.833,0.1,1.7,1.8,1.3,0.7,0.0,0.4,1.2,3.8,2.6
279,280,Josh Jackson\jacksjo02,MEM,4,0,6.1,0.5,1.0,0.5,0.0,0.0,,1.5,1.5,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.8,0.3,2.5,2.5
280,281,Keita Bates-Diop\bateske01,DEN,10,0,10.3,1.2,3.1,0.387,0.3,0.9,0.33299999999999996,0.6,0.8,0.75,0.7,1.4,2.1,0.1,0.2,0.3,0.3,0.5,3.3,2.4
281,282,Jerian Grant\grantje02,WAS,6,0,13.4,1.7,4.5,0.37,0.3,1.3,0.25,0.8,1.2,0.7140000000000001,0.3,0.7,1.0,1.5,0.2,0.2,0.5,1.8,4.5,2.4
282,283,Terance Mann\mannte01,LAC,19,0,6.2,0.9,1.6,0.5670000000000001,0.2,0.5,0.4,0.5,0.8,0.6,0.3,1.2,1.5,0.8,0.2,0.0,0.3,0.7,2.5,2.4
283,284,Troy Daniels\danietr01,DEN,11,0,9.6,1.5,3.5,0.41,0.8,2.3,0.36,0.1,0.2,0.5,0.1,0.7,0.8,0.5,0.3,0.0,0.3,0.8,3.8,2.2
284,285,Frank Kaminsky\kaminfr01,PHO,7,0,8.5,1.6,4.0,0.39299999999999996,0.3,1.7,0.16699999999999998,0.3,0.3,1.0,0.7,1.9,2.6,0.6,0.1,0.0,0.6,0.9,3.7,2.2
285,286,Cheick Diallo\diallch01,PHO,3,0,3.8,1.0,1.7,0.6,0.0,0.3,0.0,0.7,0.7,1.0,0.7,0.7,1.3,0.0,0.3,0.0,0.7,0.3,2.7,2.1
286,287,Norvel Pelle\pelleno01,PHI,5,0,12.0,1.4,2.6,0.5379999999999999,0.0,0.2,0.0,0.2,0.4,0.5,0.8,1.6,2.4,0.2,0.6,1.4,1.0,3.2,3.0,2.1
287,288,T.J. Leaf\leaftj01,IND,3,0,9.6,2.0,5.7,0.353,0.0,1.3,0.0,0.0,1.3,0.0,0.7,1.7,2.3,1.0,0.7,0.3,0.3,1.3,4.0,2.0
288,289,Juwan Morgan\morgaju01,UTA,12,2,12.3,0.8,1.8,0.429,0.3,1.1,0.308,0.4,0.8,0.5,0.9,1.7,2.6,0.8,0.3,0.1,0.3,1.9,2.3,2.0
289,290,Josh Reaves\reavejo02,DAL,4,0,9.0,1.0,2.8,0.364,0.0,0.8,0.0,1.0,1.0,1.0,0.3,1.0,1.3,1.0,0.0,0.3,0.3,1.5,3.0,2.0
290,291,Grant Williams\willigr01,BOS,24,0,10.1,0.9,1.9,0.489,0.5,1.2,0.46399999999999997,0.4,0.5,0.6920000000000001,0.3,1.3,1.6,0.5,0.2,0.3,0.3,2.0,2.8,2.0
291,292,Joakim Noah\noahjo01,LAC,7,0,7.4,0.6,1.1,0.5,0.0,0.0,,0.9,1.1,0.75,0.7,1.6,2.3,1.0,0.1,0.1,0.9,1.3,2.0,1.9
292,293,Anžejs Pasečņiks\pasecan01,WAS,3,0,10.7,1.7,3.3,0.5,0.0,0.3,0.0,0.7,1.3,0.5,1.0,1.7,2.7,0.3,0.3,0.0,0.7,3.3,4.0,1.8
293,294,Tyler Cook\cookty01,DEN,3,0,7.8,0.3,0.7,0.5,0.0,0.0,,0.7,0.7,1.0,0.7,1.3,2.0,0.0,0.7,0.0,0.7,0.3,1.3,1.7
294,295,Justin Jackson\jacksju01,DAL,10,1,13.1,1.2,3.6,0.33299999999999996,0.3,1.5,0.2,0.8,1.0,0.8,0.0,1.5,1.5,0.3,0.3,0.0,0.2,1.2,3.5,1.7
295,296,Semi Ojeleye\ojelese01,BOS,21,1,11.5,1.0,3.1,0.33799999999999997,0.8,2.5,0.327,0.2,0.3,0.833,0.2,1.4,1.6,0.3,0.3,0.0,0.4,1.2,3.1,1.6
296,297,Jaylen Adams\adamsja01,POR,3,0,6.9,1.0,3.0,0.33299999999999996,0.0,1.3,0.0,0.0,0.0,,0.3,0.7,1.0,0.7,0.3,0.0,0.0,0.3,2.0,1.4
297,298,Andre Roberson\roberan03,OKC,8,0,11.3,1.0,3.8,0.267,0.4,1.9,0.2,0.1,0.3,0.5,0.9,2.5,3.4,0.5,0.1,0.4,0.3,1.8,2.5,1.4
298,299,Kenrich Williams\willike04,NOP,4,0,13.2,0.5,1.0,0.5,0.0,0.3,0.0,0.0,0.5,0.0,0.5,1.5,2.0,1.0,0.5,0.0,0.3,1.8,1.0,1.4
299,300,Brian Bowen\bowenbr02,IND,1,0,2.3,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.3
300,301,Michael Kidd-Gilchrist\kiddgmi01,DAL,10,0,10.5,0.7,2.0,0.35,0.2,0.9,0.222,0.6,0.9,0.667,0.4,1.4,1.8,0.4,0.1,0.2,0.4,1.3,2.2,1.3
301,302,Robin Lopez\lopezro01,MIL,9,1,13.0,1.4,3.3,0.433,0.2,1.0,0.222,0.6,1.1,0.5,0.4,1.7,2.1,0.4,0.0,0.4,1.0,2.0,3.7,1.3
302,303,Luc Mbah a Moute\mbahalu01,HOU,3,0,8.2,0.7,1.7,0.4,0.0,0.7,0.0,0.3,0.7,0.5,0.3,0.3,0.7,0.0,0.7,0.0,0.3,0.0,1.7,1.3
303,304,Admiral Schofield\schofad01,WAS,6,0,12.6,0.8,2.8,0.294,0.8,2.3,0.35700000000000004,0.2,0.3,0.5,0.2,2.0,2.2,0.2,0.0,0.2,0.0,1.5,2.7,1.3
304,305,Corey Brewer\breweco01,SAC,5,0,6.5,0.4,0.8,0.5,0.0,0.2,0.0,0.2,0.6,0.33299999999999996,0.4,1.2,1.6,0.4,0.8,0.0,0.4,1.4,1.0,1.2
305,306,Devon Hall\hallde01,OKC,6,0,10.2,0.8,4.2,0.2,0.7,2.5,0.267,0.2,0.7,0.25,0.3,0.7,1.0,1.7,0.7,0.2,0.7,0.8,2.5,1.1
306,307,Justin James\jamesju01,SAC,2,0,7.1,1.0,3.0,0.33299999999999996,0.0,1.5,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,2.0,1.1
307,308,Marial Shayok\shayoma01,PHI,2,0,8.8,1.0,3.5,0.28600000000000003,0.5,1.5,0.33299999999999996,1.5,2.0,0.75,0.5,1.5,2.0,0.0,0.0,0.5,1.0,2.0,4.0,1.1
308,309,Lance Thomas\thomala01,BRK,10,4,11.5,0.9,2.8,0.321,0.4,1.5,0.267,0.6,0.8,0.75,0.3,1.3,1.6,0.6,0.0,0.1,0.6,1.3,2.8,1.1
309,310,Quinndary Weatherspoon\weathqu01,SAS,8,0,7.8,0.6,1.8,0.35700000000000004,0.1,0.5,0.25,0.1,0.3,0.5,0.1,0.6,0.8,1.3,0.4,0.1,0.6,1.0,1.5,1.1
310,311,Marko Guduric\gudurma01,MEM,2,0,3.8,0.5,1.5,0.33299999999999996,0.0,1.0,0.0,0.5,0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0
311,312,Tyler Zeller\zellety01,SAS,2,0,1.9,0.5,2.0,0.25,0.0,0.0,,0.0,0.0,,1.5,0.5,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
312,313,Jared Dudley\dudleja01,LAL,14,0,6.0,0.3,1.0,0.28600000000000003,0.1,0.8,0.182,0.0,0.0,,0.1,0.7,0.8,0.6,0.5,0.1,0.3,0.5,0.7,0.9
313,314,Kyle Guy\guyky01,SAC,1,0,5.6,1.0,3.0,0.33299999999999996,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.9
314,315,Ty Jerome\jeromty01,PHO,3,0,4.2,0.3,2.3,0.14300000000000002,0.3,1.0,0.33299999999999996,0.3,0.7,0.5,0.3,1.3,1.7,0.3,0.3,0.0,0.0,0.3,1.3,0.8
315,316,Romeo Langford\langfro01,BOS,12,1,9.8,0.7,2.2,0.308,0.1,0.5,0.16699999999999998,0.3,0.3,0.75,0.1,0.9,1.0,0.8,0.1,0.2,0.3,0.7,1.7,0.8
316,317,Gabe Vincent\vincega01,MIA,4,0,10.4,1.0,4.5,0.222,0.5,2.8,0.182,0.0,0.0,,0.0,0.5,0.5,0.8,1.0,0.0,0.3,1.0,2.5,0.8
317,318,Kyle Alexander\alexaky01,MIA,2,0,6.7,0.5,1.0,0.5,0.0,0.0,,0.0,0.0,,1.0,0.5,1.5,0.0,0.0,0.0,0.5,0.5,1.0,0.7
318,319,Noah Vonleh\vonleno01,DEN,4,0,4.2,0.5,1.0,0.5,0.0,0.0,,0.3,0.5,0.5,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.5,1.3,0.7
319,320,Antonius Cleveland\clevean01,DAL,7,0,4.6,0.6,1.9,0.308,0.0,0.3,0.0,0.3,0.4,0.667,0.4,0.3,0.7,0.1,0.1,0.3,0.1,1.0,1.4,0.6
320,321,Tremont Waters\watertr01,BOS,2,1,16.0,1.0,7.5,0.133,0.5,4.0,0.125,1.0,1.0,1.0,0.0,2.0,2.0,2.5,2.5,0.0,2.5,1.0,3.5,0.6
321,322,John Konchar\konchjo01,MEM,4,0,3.5,0.3,0.5,0.5,0.3,0.3,1.0,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.3,0.0,0.8,0.5
322,323,Mohamed Bamba\bambamo01,ORL,2,0,5.4,0.0,2.0,0.0,0.0,1.5,0.0,0.0,0.0,,1.0,0.5,1.5,0.0,0.5,0.5,0.0,0.5,0.0,0.1
323,324,J.R. Smith\smithjr01,LAL,16,0,9.6,0.9,3.0,0.292,0.4,2.1,0.212,0.1,0.1,1.0,0.0,0.5,0.5,0.4,0.2,0.0,0.7,1.0,2.3,0.1
324,325,Deonte Burton\burtode02,OKC,6,0,12.4,0.7,3.3,0.2,0.0,1.2,0.0,0.3,0.3,1.0,0.2,1.3,1.5,1.0,0.3,0.0,0.8,1.0,1.7,-0.1
325,326,Michael Frazier\frazimi01,HOU,9,0,10.0,0.4,2.4,0.182,0.3,1.9,0.17600000000000002,0.6,0.9,0.625,0.1,1.1,1.2,0.3,0.0,0.0,0.4,1.0,1.8,-0.1
326,327,Terrance Ferguson\fergute01,OKC,10,2,12.9,0.6,3.2,0.188,0.5,2.3,0.217,0.0,0.1,0.0,0.1,0.4,0.5,0.7,0.2,0.1,0.2,1.4,1.7,-0.2
327,328,Naz Mitrou-Long\mitrona01,IND,2,0,2.2,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,-0.6
328,329,Tyson Chandler\chandty01,HOU,1,0,0.0,0.0,0.0,,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8
329,330,Jalen Lecque\lecquja01,PHO,1,0,5.3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.8
