,First_Name,Last_Name,player_name,player_id,Points,Free_Throw_Percent,Two_Pt_Percent,Three_Pt_Percent,Assists,Rebounds,Offensive_Rebounds,Steals,Personal_Fouls,Flagrant_Fouls,Tech_Fouls,Turnovers,Home_Away,win,Min_played,Crowd,total_sec_played
182,Skylar,Diggins,Skylar Diggins,7c9b7ef1-edd2-4f69-a627-f321d662365d,20,85.7,0.364,66.7,8,2,1,3,1,0,0,3,1,1,32:00:00,7256,1920.0
183,Vicki,Baugh,Vicki Baugh,9278c6ef-eb2c-4551-9b18-9f4af0b84372,4,0.0,0.667,0.0,0,3,1,0,0,0,0,0,1,1,6:00,7256,360.0
184,Amanda,Zahui B.,Amanda Zahui B.,075888e0-4efc-4d52-8ea0-1943a87e8bfb,6,0.0,0.75,0.0,1,6,2,0,2,0,0,2,1,1,12:00,7256,720.0
185,Jordan,Hooper,Jordan Hooper,fba8045d-57d6-4428-92c7-8ed6c19b0f0a,6,0.0,0.0,100.0,0,1,0,0,0,0,0,0,1,1,9:00,7256,540.0
186,Courtney,Paris,Courtney Paris,b996b562-f689-4540-818d-16ca3e549f68,4,0.0,0.4,0.0,2,9,3,0,5,0,0,0,1,1,31:00:00,7256,1860.0
187,Brianna,Kiesel,Brianna Kiesel,1600531a-a1e2-4499-8e6f-8e8ff0b33640,2,0.0,1.0,0.0,0,1,1,0,0,0,0,0,1,1,4:00,7256,240.0
188,Courtney,Vandersloot,Courtney Vandersloot,b61f397f-0cb5-49db-9e88-f91991757203,11,0.0,0.5,33.3,6,5,2,1,5,0,0,1,0,0,36:00:00,7256,2160.0
190,Victoria,Macaulay,Victoria Macaulay,947b750a-c105-4933-ae88-3f69b1c92b80,0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,2:00,7256,120.0
191,Allie,Quigley,Allie Quigley,2f7fa524-fb0f-4150-87d7-b0b9b6e322bd,4,0.0,0.5,0.0,2,0,0,2,0,0,0,1,0,0,22:00,7256,1320.0
192,Cappie,Pondexter,Cappie Pondexter,8641b2d8-daa9-4c6f-803d-7d9fb2eef35a,26,77.8,0.615,100.0,2,2,0,0,4,0,0,2,0,0,31:00:00,7256,1860.0
193,Cheyenne,Parker,Cheyenne Parker,4a97e708-71e5-4d58-b1e8-883adf027925,2,0.0,0.25,0.0,0,4,1,0,3,0,0,2,0,0,12:00,7256,720.0
194,Tamera,Young,Tamera Young,1b5f5051-84f1-409c-8e0f-fe6ed00ff126,4,100.0,1.0,0.0,1,0,0,1,2,0,0,1,0,0,16:00,7256,960.0
195,Jessica,Breland,Jessica Breland,897d2576-c2c5-4f86-83d4-a808ace96065,0,0.0,0.0,0.0,1,4,1,3,3,0,0,1,0,0,14:00,7256,840.0
196,Elena,Delle Donne,Elena Delle Donne,8dc72518-7da4-4803-b9c6-bec3a6cf6fd6,40,100.0,0.7140000000000001,30.0,1,9,3,0,3,0,0,2,0,0,37:00:00,7256,2220.0
197,Sasha,Goodlett,Sasha Goodlett,5cb71e08-a9b3-4254-91da-9f78b859738c,6,0.0,0.75,0.0,0,4,1,1,3,0,0,3,0,0,24:00:00,7256,1440.0
198,Jamierra,Faulkner,Jamierra Faulkner,cd0854e7-1f8b-4a3a-b88b-0c5468cd70f7,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1:00,7256,60.0
199,Clarissa,dos Santos,Clarissa dos Santos,3381b955-8d3d-4aa3-acfe-8913b177b856,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1:00,7256,60.0
200,Crystal,Langhorne,Crystal Langhorne,8305dae8-d67f-48ce-8ba1-e892bd7c4339,18,0.0,0.75,0.0,0,9,3,1,3,0,0,0,1,1,27:00:00,9686,1620.0
202,Abby,Bishop,Abby Bishop,153e268d-f95d-4437-ab1c-cfb59df9a4ea,2,0.0,0.25,0.0,3,3,0,1,2,0,0,0,1,1,19:00,9686,1140.0
203,Quanitra,Hollingsworth,Quanitra Hollingsworth,8625ffc4-bcd8-455f-b4fb-ca0eab887172,4,0.0,0.667,0.0,0,1,1,0,2,0,0,2,1,1,12:00,9686,720.0
204,Renee,Montgomery,Renee Montgomery,d8ef9679-5f87-49ad-862d-75b4f5b03383,19,80.0,0.75,50.0,5,3,0,0,0,0,0,0,1,1,17:00,9686,1020.0
205,Jenna,O'Hea,Jenna O'Hea,af1ff93f-9810-4237-94aa-bbbd19982351,8,0.0,0.5,50.0,3,3,0,1,0,0,0,1,1,1,21:00,9686,1260.0
206,Kaleena,Mosqueda-Lewis,Kaleena Mosqueda-Lewis,7d98a8fc-8d83-4ad0-b945-be8aefc857af,0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,1,1,4:00,9686,240.0
208,Sue,Bird,Sue Bird,98e388da-9dca-4478-975c-a6702f57a9ca,11,0.0,0.5,100.0,5,3,0,0,0,0,0,2,1,1,30:00:00,9686,1800.0
209,Ramu,Tokashiki,Ramu Tokashiki,10b152cb-6474-45a8-93f2-af491805231f,6,100.0,0.25,0.0,0,1,0,0,1,0,0,1,1,1,20:00,9686,1200.0
210,Alysha,Clark,Alysha Clark,b478ebc6-8b1f-4d39-9707-048d24a88c26,11,0.0,1.0,100.0,2,6,1,0,2,0,0,0,1,1,18:00,9686,1080.0
211,Jewell,Loyd,Jewell Loyd,0825c65d-b903-4dd3-8206-e5f7d31bb2b8,7,50.0,0.33299999999999996,0.0,3,7,1,1,2,0,0,0,1,1,27:00:00,9686,1620.0
212,Jennifer,Hamson,Jennifer Hamson,6efcbc3f-8892-4fd3-86e9-bc7bfab74f0f,4,100.0,0.5,0.0,0,3,1,0,0,0,0,1,0,0,3:00,9686,180.0
213,Jennifer,Lacy,Jennifer Lacy,fe9e3ff6-5ec5-4b70-b6d0-d153343129a6,7,0.0,1.0,50.0,1,6,2,0,4,0,0,0,0,0,19:00,9686,1140.0
214,Jantel,Lavender,Jantel Lavender,694de0b2-2e26-4778-ae03-43d38d915637,10,0.0,0.294,0.0,2,12,3,0,3,0,0,1,0,0,35:00:00,9686,2100.0
215,Marianna,Tolo,Marianna Tolo,92e58edc-618a-48c2-a9a0-a3769bf5978c,3,50.0,1.0,0.0,0,3,0,0,4,0,0,2,0,0,20:00,9686,1200.0
216,Farhiya,Abdi,Farhiya Abdi,1c6d4086-ea03-40ba-b4f9-3c16d15b4080,1,50.0,0.0,0.0,1,1,0,1,2,0,0,0,0,0,23:00,9686,1380.0
217,Alana,Beard,Alana Beard,edea0ce9-bdc7-484a-98b1-ac166c1ce240,20,100.0,0.5329999999999999,0.0,3,4,1,0,1,0,0,2,0,0,32:00:00,9686,1920.0
218,Erin,Phillips,Erin Phillips,3358e483-cecc-4719-a64e-189bcbaff3d0,11,100.0,0.33299999999999996,28.6,5,2,1,2,1,0,0,2,0,0,33:00:00,9686,1980.0
220,Andrea,Hoover,Andrea Hoover,875ca555-8972-4a57-8c24-cff9cc14f788,5,0.0,1.0,100.0,0,0,0,0,0,0,0,0,0,0,10:00,9686,600.0
221,Temeka,Johnson,Temeka Johnson,da50c675-efcf-4a87-887c-d15f375b1acc,0,0.0,0.0,0.0,4,3,0,0,0,0,0,0,0,0,20:00,9686,1200.0
222,Sancho,Lyttle,Sancho Lyttle,fb843667-2e36-428f-a555-bcea00dbb793,16,100.0,0.545,0.0,2,14,3,1,3,0,0,2,1,0,32:00:00,8358,1920.0
223,Angel,McCoughtry,Angel McCoughtry,f6424ed9-e483-4de8-b577-a4c494adc002,10,100.0,0.364,0.0,2,7,3,0,2,0,1,6,1,0,25:00:00,8358,1500.0
224,Roneeka,Hodges,Roneeka Hodges,b992ec57-bdee-4e7c-a696-59f92b05f520,3,50.0,0.33299999999999996,0.0,1,4,1,0,1,0,0,1,1,0,11:00,8358,660.0
225,Matee,Ajavon,Matee Ajavon,f2993f12-20e9-4b80-9019-da9c8660c9ee,5,100.0,1.0,0.0,2,1,1,0,3,0,0,1,1,0,4:00,8358,240.0
226,Erica,Wheeler,Erica Wheeler,28361fd5-c935-4025-a709-2c488f53ed8c,2,0.0,0.33299999999999996,0.0,0,0,0,2,2,0,0,4,1,0,9:00,8358,540.0
227,Erika,de Souza,Erika de Souza,e6f56dea-6650-415f-b70d-37a427c6fe83,8,0.0,0.5710000000000001,0.0,2,11,2,1,3,0,0,2,1,0,33:00:00,8358,1980.0
229,Aneika,Henry,Aneika Henry,2de359cb-081f-4275-9b91-fef22be654fd,5,100.0,0.4,0.0,0,5,4,0,2,0,0,2,1,0,15:00,8358,900.0
231,Samantha,Logic,Samantha Logic,4bee4977-8dda-4ba3-91e1-7219a3210e25,3,0.0,0.0,50.0,0,0,0,0,1,0,0,0,1,0,5:00,8358,300.0
232,Shoni,Schimmel,Shoni Schimmel,e8487277-d4a8-48c3-82fb-ce03d6b4b5d4,6,0.0,0.0,28.6,3,7,2,0,0,0,0,5,1,0,30:00:00,8358,1800.0
233,Tiffany,Hayes,Tiffany Hayes,f24ac568-77f4-4344-84a7-7fde145dda84,12,100.0,0.375,0.0,1,2,1,0,3,0,0,2,1,0,30:00:00,8358,1800.0
234,Jasmine,Thomas,Jasmine Thomas,0ac8d024-ec11-4809-83f4-6277c1252617,13,100.0,0.4,33.3,2,6,1,7,2,0,0,5,0,1,24:00:00,8358,1440.0
235,Kelsey,Bone,Kelsey Bone,93a6bb0d-9500-436e-89b4-33bc8ca6909c,11,50.0,0.556,0.0,5,2,0,4,0,0,0,0,0,1,33:00:00,8358,1980.0
236,Kayla,Pedersen,Kayla Pedersen,adfc445c-06c0-444a-8856-32cf13a89ea2,4,0.0,1.0,0.0,0,0,0,0,1,0,0,0,0,1,9:00,8358,540.0
237,Chelsea,Gray,Chelsea Gray,ca6b54e3-612d-4523-9582-b88e675f58de,14,100.0,0.33299999999999996,100.0,1,0,0,1,1,0,0,2,0,1,15:00,8358,900.0
238,Alyssa,Thomas,Alyssa Thomas,87a32879-a19b-4603-86ce-1c8b0e4484ad,5,75.0,0.25,0.0,1,1,1,1,6,0,0,2,0,1,15:00,8358,900.0
240,Inga,Orekhova,Inga Orekhova,033c5a47-698c-404f-9e3b-c814830aee9c,0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,1,5:00,8358,300.0
241,Kelly,Faris,Kelly Faris,cb9c30c7-a8d6-4377-bfb6-065425e07322,1,50.0,0.0,0.0,1,4,3,2,3,0,0,0,0,1,15:00,8358,900.0
242,Elizabeth,Williams,Elizabeth Williams,c8672dba-0deb-4cf1-8304-82365865edaa,0,0.0,0.0,0.0,0,4,1,1,2,0,0,0,0,1,11:00,8358,660.0
244,Alex,Bentley,Alex Bentley,208ce658-9579-408a-92b5-9c69a950f1be,17,80.0,0.625,16.7,2,2,0,2,3,0,0,2,0,1,35:00:00,8358,2100.0
245,Camille,Little,Camille Little,9951fcfb-8d31-44e5-ba85-c41ed724763d,8,0.0,0.25,40.0,2,3,0,0,4,0,0,0,0,1,26:00:00,8358,1560.0
246,Shekinna,Stricklen,Shekinna Stricklen,fec2625c-b15d-4dcf-b476-78456c3572b6,2,0.0,0.5,0.0,0,2,1,0,2,0,0,0,0,1,7:00,8358,420.0
247,Essence,Carson,Essence Carson,3e053532-93c1-4ac4-90b2-31b2a64cabbe,14,100.0,0.4,100.0,1,1,0,1,1,0,0,0,1,1,23:00,5663,1380.0
248,Avery,Warley-Talbert,Avery Warley-Talbert,ec1977c2-161a-49da-a9f4-2933904c9648,1,50.0,0.0,0.0,1,4,2,0,0,0,0,1,1,1,5:00,5663,300.0
249,Tanisha,Wright,Tanisha Wright,c8f2398d-ee12-4935-b481-1a0b3a955a9d,12,66.7,0.5,100.0,5,3,1,0,2,0,0,0,1,1,21:00,5663,1260.0
250,Brittany,Boyd,Brittany Boyd,27200429-fc99-425b-9e2d-3f181f802181,8,100.0,0.429,0.0,5,1,0,0,2,0,0,4,1,1,26:00:00,5663,1560.0
251,Carolyn,Swords,Carolyn Swords,91369e98-52c7-4c2d-8489-fcc626aee7d1,6,100.0,0.25,0.0,0,4,1,1,3,0,0,1,1,1,8:00,5663,480.0
252,Swin,Cash,Swin Cash,2439960b-a301-4bb4-b947-1906f149ff21,8,66.7,0.4,0.0,3,3,1,0,3,0,0,1,1,1,19:00,5663,1140.0
254,Candice,Wiggins,Candice Wiggins,087c718a-2abc-473a-96be-981061c318a0,0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1,1,12:00,5663,720.0
256,Sugar,Rodgers,Sugar Rodgers,07e0c644-8280-4e74-8546-0c9343f824e8,5,50.0,0.5,0.0,2,1,0,2,3,0,0,2,1,1,24:00:00,5663,1440.0
257,Tina,Charles,Tina Charles,7797aa88-28c4-4a34-bb63-1af7f8d80ec0,21,71.4,0.667,0.0,4,4,0,3,1,0,0,3,1,1,30:00:00,5663,1800.0
258,Kiah,Stokes,Kiah Stokes,d3e817a8-9e72-44c2-a422-9d44a0b214d0,11,60.0,0.667,0.0,1,6,2,0,2,0,0,0,1,1,26:00:00,5663,1560.0
260,Briann,January,Briann January,9a3004e2-f946-4df6-b306-4213cc0879a0,0,0.0,0.0,0.0,5,3,1,1,3,0,0,1,0,0,19:00,5663,1140.0
262,Natasha,Howard,Natasha Howard,46479ac7-5745-40d2-abc8-7c660ea759e4,4,0.0,0.4,0.0,0,1,0,0,4,0,0,0,0,0,15:00,5663,900.0
263,Shenise,Johnson,Shenise Johnson,4548dbb5-f950-4ec2-8cc2-0ba120fa8678,13,100.0,0.0,75.0,2,3,1,0,0,0,0,2,0,0,23:00,5663,1380.0
264,Tamika,Catchings,Tamika Catchings,d4b8c33b-7f52-4396-be56-f5e73d5e53a3,13,100.0,0.429,50.0,2,7,0,1,3,0,0,1,0,0,21:00,5663,1260.0
265,Maggie,Lucas,Maggie Lucas,c1188c40-e368-42f7-b36a-b20e4d22bd28,3,0.0,0.0,20.0,2,2,0,2,0,0,0,2,0,0,15:00,5663,900.0
266,Natalie,Achonwa,Natalie Achonwa,b173abc9-12ff-4248-8983-06a87eaff340,13,75.0,0.455,0.0,0,4,3,1,3,0,0,4,0,0,22:00,5663,1320.0
267,Marissa,Coleman,Marissa Coleman,c76cc646-9334-4755-b9ab-b25f3ec30ee9,6,75.0,0.0,50.0,2,1,1,0,2,0,0,2,0,0,21:00,5663,1260.0
268,Layshia,Clarendon,Layshia Clarendon,b77b40a2-5844-48c0-bae2-5067516b2acf,14,100.0,0.5,66.7,2,5,1,2,3,0,0,1,0,0,28:00:00,5663,1680.0
269,Lynetta,Kizer,Lynetta Kizer,e80a4aea-d9a2-4974-ba79-c03b6165daa0,13,100.0,0.429,0.0,0,6,3,0,3,0,0,2,0,0,19:00,5663,1140.0
270,Jeanette,Pohlen,Jeanette Pohlen,a7382615-4650-4042-8a58-d798911e0f26,0,0.0,0.0,0.0,0,1,0,0,2,0,0,0,0,0,10:00,5663,600.0
271,Briana,Butler,Briana Butler,5b0b8419-1313-4c93-bf44-6d906b77f5b1,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1:00,5663,60.0
273,Courtney,Paris,Courtney Paris,b996b562-f689-4540-818d-16ca3e549f68,0,0.0,0.0,0.0,0,11,2,2,3,0,0,2,1,1,22:00,4149,1320.0
274,Odyssey,Sims,Odyssey Sims,50eab91c-a616-4b89-832e-e17ac12708a8,12,60.0,0.75,20.0,2,3,0,1,2,0,0,3,1,1,16:00,4149,960.0
275,Skylar,Diggins,Skylar Diggins,7c9b7ef1-edd2-4f69-a627-f321d662365d,11,83.3,0.429,0.0,5,6,2,2,3,0,0,0,1,1,28:00:00,4149,1680.0
276,Vicki,Baugh,Vicki Baugh,9278c6ef-eb2c-4551-9b18-9f4af0b84372,4,100.0,0.33299999999999996,0.0,0,5,2,0,2,0,0,0,1,1,15:00,4149,900.0
278,Theresa,Plaisance,Theresa Plaisance,462f199b-4d49-40fd-acfd-88d06a77da50,0,0.0,0.0,0.0,0,0,0,0,4,0,0,0,1,1,4:00,4149,240.0
279,Jordan,Hooper,Jordan Hooper,fba8045d-57d6-4428-92c7-8ed6c19b0f0a,2,0.0,1.0,0.0,0,7,3,1,2,0,0,0,1,1,19:00,4149,1140.0
280,Plenette,Pierson,Plenette Pierson,e7af74dd-7ef4-435b-a3b9-97d23fb5cd91,12,100.0,0.5,0.0,2,4,2,1,0,0,0,3,1,1,24:00:00,4149,1440.0
281,Karima,Christmas,Karima Christmas,22d685d3-a4ec-4a64-a092-d48e2ea3274c,4,25.0,0.0,33.3,0,1,0,1,2,0,0,1,1,1,15:00,4149,900.0
282,Riquna,Williams,Riquna Williams,8bc4287f-be0e-4c1e-af74-37f0dd2be275,11,0.0,0.667,33.3,0,6,1,2,1,0,0,1,1,1,21:00,4149,1260.0
283,Amanda,Zahui B.,Amanda Zahui B.,075888e0-4efc-4d52-8ea0-1943a87e8bfb,5,50.0,0.0,100.0,0,3,1,0,1,0,0,0,1,1,13:00,4149,780.0
284,Brianna,Kiesel,Brianna Kiesel,1600531a-a1e2-4499-8e6f-8e8ff0b33640,7,50.0,0.0,50.0,1,1,0,2,3,0,0,3,1,1,18:00,4149,1080.0
287,Jewell,Loyd,Jewell Loyd,0825c65d-b903-4dd3-8206-e5f7d31bb2b8,2,100.0,0.0,0.0,1,4,1,0,4,0,0,1,0,0,25:00:00,4149,1500.0
288,Abby,Bishop,Abby Bishop,153e268d-f95d-4437-ab1c-cfb59df9a4ea,3,0.0,0.0,33.3,0,2,0,1,5,0,0,2,0,0,22:00,4149,1320.0
289,Quanitra,Hollingsworth,Quanitra Hollingsworth,8625ffc4-bcd8-455f-b4fb-ca0eab887172,4,66.7,1.0,0.0,0,8,3,0,4,0,0,4,0,0,17:00,4149,1020.0
290,Kaleena,Mosqueda-Lewis,Kaleena Mosqueda-Lewis,7d98a8fc-8d83-4ad0-b945-be8aefc857af,7,0.0,0.667,25.0,0,1,0,0,2,0,0,1,0,0,14:00,4149,840.0
292,Alysha,Clark,Alysha Clark,b478ebc6-8b1f-4d39-9707-048d24a88c26,0,0.0,0.0,0.0,0,6,2,1,2,0,0,1,0,0,16:00,4149,960.0
293,Jenna,O'Hea,Jenna O'Hea,af1ff93f-9810-4237-94aa-bbbd19982351,0,0.0,0.0,0.0,0,1,0,0,1,0,0,1,0,0,17:00,4149,1020.0
294,Crystal,Langhorne,Crystal Langhorne,8305dae8-d67f-48ce-8ba1-e892bd7c4339,5,100.0,0.28600000000000003,0.0,1,5,0,1,1,0,0,1,0,0,22:00,4149,1320.0
295,Ramu,Tokashiki,Ramu Tokashiki,10b152cb-6474-45a8-93f2-af491805231f,8,100.0,0.5,0.0,0,2,0,0,3,0,0,0,0,0,17:00,4149,1020.0
296,Sue,Bird,Sue Bird,98e388da-9dca-4478-975c-a6702f57a9ca,6,0.0,0.6,0.0,2,3,0,2,0,0,0,3,0,0,21:00,4149,1260.0
297,Renee,Montgomery,Renee Montgomery,d8ef9679-5f87-49ad-862d-75b4f5b03383,10,100.0,0.16699999999999998,22.2,3,3,0,2,3,0,0,4,0,0,24:00:00,4149,1440.0
298,Sugar,Rodgers,Sugar Rodgers,07e0c644-8280-4e74-8546-0c9343f824e8,4,66.7,0.25,0.0,0,8,2,4,3,0,0,0,1,1,22:00,5817,1320.0
299,Tanisha,Wright,Tanisha Wright,c8f2398d-ee12-4935-b481-1a0b3a955a9d,6,100.0,0.5,0.0,2,0,0,0,2,0,0,4,1,1,24:00:00,5817,1440.0
300,Swin,Cash,Swin Cash,2439960b-a301-4bb4-b947-1906f149ff21,7,0.0,0.667,100.0,2,2,0,0,2,0,0,1,1,1,15:00,5817,900.0
301,Brittany,Boyd,Brittany Boyd,27200429-fc99-425b-9e2d-3f181f802181,7,100.0,0.3,0.0,3,5,0,0,2,0,0,1,1,1,21:00,5817,1260.0
302,Kiah,Stokes,Kiah Stokes,d3e817a8-9e72-44c2-a422-9d44a0b214d0,6,0.0,0.5,0.0,2,11,3,0,0,0,0,0,1,1,30:00:00,5817,1800.0
304,Avery,Warley-Talbert,Avery Warley-Talbert,ec1977c2-161a-49da-a9f4-2933904c9648,2,100.0,0.0,0.0,0,5,3,0,0,0,0,1,1,1,8:00,5817,480.0
306,Tina,Charles,Tina Charles,7797aa88-28c4-4a34-bb63-1af7f8d80ec0,19,50.0,0.474,0.0,2,11,6,0,0,0,0,3,1,1,30:00:00,5817,1800.0
307,Carolyn,Swords,Carolyn Swords,91369e98-52c7-4c2d-8489-fcc626aee7d1,7,100.0,0.75,0.0,0,3,2,0,3,0,0,3,1,1,9:00,5817,540.0
308,Essence,Carson,Essence Carson,3e053532-93c1-4ac4-90b2-31b2a64cabbe,10,0.0,0.4,50.0,3,4,0,0,3,0,0,2,1,1,25:00:00,5817,1500.0
309,Candice,Wiggins,Candice Wiggins,087c718a-2abc-473a-96be-981061c318a0,0,0.0,0.0,0.0,1,2,0,0,0,0,0,2,1,1,10:00,5817,600.0
310,Mistie,Bass,Mistie Bass,d15f89e1-5a33-491b-8ff5-c79a8b7d477b,1,50.0,0.0,0.0,1,3,3,2,0,0,0,0,0,0,14:00,5817,840.0
312,Noelle,Quinn,Noelle Quinn,aa8d7e9a-1006-4091-93cb-4eb7fa52becc,3,0.0,0.0,100.0,2,3,0,2,2,0,0,1,0,0,15:00,5817,900.0
313,Candice,Dupree,Candice Dupree,411a199b-df5a-4ce5-ad15-386dd17e3f4b,12,0.0,0.4,0.0,1,4,0,1,1,0,0,0,0,0,35:00:00,5817,2100.0
314,Alex,Harden,Alex Harden,cb5b869d-00ea-45f1-901a-99890836744c,0,0.0,0.0,0.0,1,3,0,0,2,0,0,3,0,0,11:00,5817,660.0
316,Monique,Currie,Monique Currie,f280dbb0-5fea-46d4-ac39-45e6a2f08837,11,66.7,0.375,100.0,0,3,0,2,3,0,0,3,0,0,19:00,5817,1140.0
317,Leilani,Mitchell,Leilani Mitchell,7b8d55dd-2f12-46fb-9051-ade709b96dd5,2,100.0,0.0,0.0,3,3,1,0,2,0,0,0,0,0,27:00:00,5817,1620.0
318,Tess,Madgen,Tess Madgen,304c701d-16ef-4689-9449-aece58eaf7ac,3,0.0,0.0,100.0,0,0,0,3,1,0,0,2,0,0,12:00,5817,720.0
320,Cayla,Francis,Cayla Francis,0c0be569-da8b-4164-b09c-c30b039d79f5,3,0.0,0.0,20.0,2,2,0,0,3,0,0,0,0,0,21:00,5817,1260.0
321,Shameka,Christon,Shameka Christon,11e63951-d395-4b76-882e-6027cc6ebc38,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,6:00,5817,360.0
323,DeWanna,Bonner,DeWanna Bonner,b262f7f1-1c78-406c-86aa-7ad15122931f,22,81.8,0.5,12.5,3,6,0,1,1,0,0,0,0,0,36:00:00,5817,2160.0
324,Jasmine,Thomas,Jasmine Thomas,0ac8d024-ec11-4809-83f4-6277c1252617,6,0.0,0.5,0.0,4,1,0,0,2,0,0,2,1,1,28:00:00,4523,1680.0
325,Alyssa,Thomas,Alyssa Thomas,87a32879-a19b-4603-86ce-1c8b0e4484ad,14,75.0,0.33299999999999996,0.0,0,8,3,2,0,0,0,2,1,1,34:00:00,4523,2040.0
327,Kayla,Pedersen,Kayla Pedersen,adfc445c-06c0-444a-8856-32cf13a89ea2,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,1:00,4523,60.0
328,Kelsey,Bone,Kelsey Bone,93a6bb0d-9500-436e-89b4-33bc8ca6909c,14,66.7,0.462,0.0,1,12,3,1,2,0,0,2,1,1,32:00:00,4523,1920.0
329,Alex,Bentley,Alex Bentley,208ce658-9579-408a-92b5-9c69a950f1be,16,50.0,0.429,25.0,2,3,0,2,2,0,0,0,1,1,29:00:00,4523,1740.0
331,Kelly,Faris,Kelly Faris,cb9c30c7-a8d6-4377-bfb6-065425e07322,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,1,2:00,4523,120.0
333,Camille,Little,Camille Little,9951fcfb-8d31-44e5-ba85-c41ed724763d,9,0.0,0.5,50.0,2,7,2,0,4,0,0,3,1,1,35:00:00,4523,2100.0
334,Elizabeth,Williams,Elizabeth Williams,c8672dba-0deb-4cf1-8304-82365865edaa,0,0.0,0.0,0.0,0,2,0,0,2,0,0,0,1,1,10:00,4523,600.0
335,Chelsea,Gray,Chelsea Gray,ca6b54e3-612d-4523-9582-b88e675f58de,3,100.0,0.0,0.0,0,1,0,0,0,0,0,1,1,1,11:00,4523,660.0
336,Shekinna,Stricklen,Shekinna Stricklen,fec2625c-b15d-4dcf-b476-78456c3572b6,5,0.0,0.33299999999999996,33.3,2,1,1,0,0,0,0,0,1,1,14:00,4523,840.0
338,Betnijah,Laney,Betnijah Laney,3d0a61e8-8f8f-48a8-bfa3-d9c3171c819f,0,0.0,0.0,0.0,1,8,1,1,6,0,0,1,0,0,15:00,4523,900.0
339,Elena,Delle Donne,Elena Delle Donne,8dc72518-7da4-4803-b9c6-bec3a6cf6fd6,27,100.0,0.588,0.0,0,5,1,1,0,0,0,0,0,0,35:00:00,4523,2100.0
340,Cappie,Pondexter,Cappie Pondexter,8641b2d8-daa9-4c6f-803d-7d9fb2eef35a,14,100.0,0.4,0.0,1,8,1,1,4,0,0,3,0,0,38:00:00,4523,2280.0
341,Tamera,Young,Tamera Young,1b5f5051-84f1-409c-8e0f-fe6ed00ff126,0,0.0,0.0,0.0,0,2,1,1,1,0,0,0,0,0,10:00,4523,600.0
342,Courtney,Vandersloot,Courtney Vandersloot,b61f397f-0cb5-49db-9e88-f91991757203,13,100.0,0.7140000000000001,0.0,4,4,0,0,5,0,0,0,0,0,28:00:00,4523,1680.0
343,Jessica,Breland,Jessica Breland,897d2576-c2c5-4f86-83d4-a808ace96065,0,0.0,0.0,0.0,0,3,1,1,1,0,0,3,0,0,12:00,4523,720.0
344,Sasha,Goodlett,Sasha Goodlett,5cb71e08-a9b3-4254-91da-9f78b859738c,5,50.0,0.5,0.0,0,3,2,0,1,0,0,2,0,0,32:00:00,4523,1920.0
345,Cheyenne,Parker,Cheyenne Parker,4a97e708-71e5-4d58-b1e8-883adf027925,2,0.0,0.33299999999999996,0.0,0,3,3,0,1,0,0,0,0,0,7:00,4523,420.0
346,Jamierra,Faulkner,Jamierra Faulkner,cd0854e7-1f8b-4a3a-b88b-0c5468cd70f7,2,100.0,0.0,0.0,1,1,0,0,1,0,0,1,0,0,11:00,4523,660.0
347,Victoria,Macaulay,Victoria Macaulay,947b750a-c105-4933-ae88-3f69b1c92b80,2,0.0,0.33299999999999996,0.0,0,2,0,1,0,0,0,1,0,0,6:00,4523,360.0
349,Aneika,Henry,Aneika Henry,2de359cb-081f-4275-9b91-fef22be654fd,4,0.0,0.5,0.0,1,3,2,0,3,0,0,2,1,1,18:00,4308,1080.0
351,Erika,de Souza,Erika de Souza,e6f56dea-6650-415f-b70d-37a427c6fe83,13,75.0,0.41700000000000004,0.0,2,9,4,1,5,0,0,4,1,1,36:00:00,4308,2160.0
352,Erica,Wheeler,Erica Wheeler,28361fd5-c935-4025-a709-2c488f53ed8c,2,0.0,1.0,0.0,0,0,0,0,1,0,0,0,1,1,3:00,4308,180.0
353,Sancho,Lyttle,Sancho Lyttle,fb843667-2e36-428f-a555-bcea00dbb793,8,66.7,0.273,0.0,2,10,6,1,5,0,0,1,1,1,24:00:00,4308,1440.0
355,Shoni,Schimmel,Shoni Schimmel,e8487277-d4a8-48c3-82fb-ce03d6b4b5d4,6,0.0,0.0,50.0,3,1,0,0,0,0,0,1,1,1,13:00,4308,780.0
356,Roneeka,Hodges,Roneeka Hodges,b992ec57-bdee-4e7c-a696-59f92b05f520,0,0.0,0.0,0.0,0,4,0,0,0,0,0,0,1,1,14:00,4308,840.0
357,Angel,McCoughtry,Angel McCoughtry,f6424ed9-e483-4de8-b577-a4c494adc002,21,83.3,0.5,0.0,2,8,5,4,4,0,0,5,1,1,32:00:00,4308,1920.0
