,First_Name,Last_Name,player_name,player_id,Points,Free_Throw_Percent,Two_Pt_Percent,Three_Pt_Percent,Assists,Rebounds,Offensive_Rebounds,Steals,Personal_Fouls,Flagrant_Fouls,Tech_Fouls,Turnovers,Home_Away,win,Min_played,Crowd,total_sec_played
5438,Noelle,Quinn,Noelle Quinn,aa8d7e9a-1006-4091-93cb-4eb7fa52becc,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2:00,6749,120.0
5439,Courtney,Williams,Courtney Williams,45e35318-295a-4e1c-bfc6-c7b295ed5066,1,50.0,0.0,0.0,1,3,0,0,1,0,0,1,0,0,9:10,6749,550.0
5440,Isabelle,Harrison,Isabelle Harrison,184cc47d-af49-47fb-bcec-c0df1de4813f,4,100.0,0.33299999999999996,0.0,0,3,2,0,5,0,0,3,0,0,10:14,6749,614.0
5441,Nirra,Fields,Nirra Fields,56384e46-2102-4fb8-8e85-e4710463b7dc,2,0.0,0.33299999999999996,0.0,0,0,0,0,2,0,0,0,0,0,5:43,6749,343.0
5442,DeWanna,Bonner,DeWanna Bonner,b262f7f1-1c78-406c-86aa-7ad15122931f,21,100.0,0.5710000000000001,75.0,4,1,1,2,1,0,0,0,0,0,35:42:00,6749,2142.0
5444,Monique,Currie,Monique Currie,f280dbb0-5fea-46d4-ac39-45e6a2f08837,0,0.0,0.0,0.0,4,3,1,1,2,0,0,2,1,0,21:17,6267,1277.0
5445,Astou,Ndour,Astou Ndour,3c7bca56-df7a-4a7f-9a2e-481c474e701d,0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,1,0,3:09,6267,189.0
5446,Kayla,McBride,Kayla McBride,b404562d-a1fd-446f-bcd0-6b545dfde9c6,13,100.0,0.4,12.5,1,2,1,0,2,0,0,2,1,0,27:57:00,6267,1677.0
5447,Haley,Peters,Haley Peters,948bbd7b-a34a-442d-9e47-c6dda46ea10a,8,100.0,0.4,33.3,1,3,0,0,1,0,0,2,1,0,18:23,6267,1103.0
5448,Jayne,Appel-Marinelli,Jayne Appel-Marinelli,96e50439-52bd-4952-9b63-42c59bf17aaa,6,50.0,0.5,0.0,1,4,2,1,2,0,0,2,1,0,21:01,6267,1261.0
5449,Kayla,Alexander,Kayla Alexander,431ad0c1-f516-4bb7-b2f9-3be4533a3c5b,9,50.0,0.5710000000000001,0.0,0,5,3,2,3,0,0,0,1,0,20:12,6267,1212.0
5450,Alex,Montgomery,Alex Montgomery,6bbfe6bb-63c6-4eb1-897b-f4e121b2e612,3,0.0,0.0,100.0,1,3,0,0,0,0,0,0,1,0,15:43,6267,943.0
5451,Dearica,Hamby,Dearica Hamby,693b6941-8999-40bb-a3a2-b77c34f1dc78,16,83.3,1.0,33.3,1,9,0,1,4,0,0,4,1,0,32:18:00,6267,1938.0
5453,Moriah,Jefferson,Moriah Jefferson,564b47ed-ae1e-442b-b949-82164f36b079,10,100.0,0.2,100.0,7,0,0,1,2,0,0,2,1,0,31:08:00,6267,1868.0
5454,Sydney,Colson,Sydney Colson,3bca6f7c-3910-4f27-9372-db6ccbc64157,3,75.0,0.0,0.0,1,2,0,0,1,0,0,1,1,0,8:52,6267,532.0
5455,Jasmine,Thomas,Jasmine Thomas,0ac8d024-ec11-4809-83f4-6277c1252617,12,100.0,0.364,0.0,8,2,1,3,0,0,0,1,0,1,33:28:00,6267,2008.0
5456,Alex,Bentley,Alex Bentley,208ce658-9579-408a-92b5-9c69a950f1be,9,66.7,0.14300000000000002,25.0,2,2,0,0,2,0,0,0,0,1,34:02:00,6267,2042.0
5457,Alyssa,Thomas,Alyssa Thomas,87a32879-a19b-4603-86ce-1c8b0e4484ad,12,100.0,0.5,0.0,5,8,2,4,1,0,0,2,0,1,33:15:00,6267,1995.0
5458,Kelsey,Bone,Kelsey Bone,93a6bb0d-9500-436e-89b4-33bc8ca6909c,12,0.0,0.545,0.0,1,10,2,1,5,0,0,3,0,1,30:12:00,6267,1812.0
5459,Shekinna,Stricklen,Shekinna Stricklen,fec2625c-b15d-4dcf-b476-78456c3572b6,0,0.0,0.0,0.0,1,1,0,0,2,0,0,0,0,1,6:44,6267,404.0
5460,Kelly,Faris,Kelly Faris,cb9c30c7-a8d6-4377-bfb6-065425e07322,0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,6:18,6267,378.0
5461,Camille,Little,Camille Little,9951fcfb-8d31-44e5-ba85-c41ed724763d,13,50.0,0.5,50.0,0,6,3,1,3,0,0,3,0,1,24:22:00,6267,1462.0
5462,Morgan,Tuck,Morgan Tuck,58baa67f-6372-407c-b061-321934358331,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,3:18,6267,198.0
5463,Chiney,Ogwumike,Chiney Ogwumike,26c1455a-af5d-46b0-b2c6-6c804033ccc7,9,50.0,0.75,0.0,1,3,2,0,6,0,0,1,0,1,13:16,6267,796.0
5464,Aneika,Henry-Morello,Aneika Henry-Morello,2de359cb-081f-4275-9b91-fef22be654fd,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,1:37,6267,97.0
5465,Jonquel,Jones,Jonquel Jones,8a438358-fbe0-4797-921f-add82eddf789,5,50.0,1.0,0.0,0,0,0,2,1,0,0,1,0,1,7:15,6267,435.0
5466,Rachel,Banham,Rachel Banham,30d46238-d1eb-476d-a526-4e2203474106,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,6:13,6267,373.0
5468,Stefanie,Dolson,Stefanie Dolson,776e2238-8340-4425-ab90-ba69e1bc7441,8,0.0,0.8,0.0,1,0,0,1,2,0,0,2,1,0,22:31,7807,1351.0
5469,Emma,Meesseman,Emma Meesseman,7ae3b3fc-2bf3-4600-abd6-c5511f140246,13,50.0,0.375,100.0,0,11,4,1,2,0,0,4,1,0,24:55:00,7807,1495.0
5470,Bria,Hartley,Bria Hartley,1213c08d-c297-4cc2-8a9c-f2f16d5786db,4,0.0,0.667,0.0,7,3,0,0,4,0,0,1,1,0,25:28:00,7807,1528.0
5471,Tayler,Hill,Tayler Hill,55c633f8-a460-43f9-b16d-9157bb1f1abc,8,60.0,0.2,25.0,2,2,0,0,1,0,0,4,1,0,27:28:00,7807,1648.0
5472,Tianna,Hawkins,Tianna Hawkins,91d7d573-663f-4d1d-98f7-64644f25a896,4,0.0,0.5,0.0,1,2,0,0,6,0,0,2,1,0,13:20,7807,800.0
5473,Tierra,Ruffin-Pratt,Tierra Ruffin-Pratt,5035df5c-a727-478f-b7c9-41bd806d4d5c,7,25.0,0.5,0.0,0,1,0,2,1,0,0,2,1,0,14:35,7807,875.0
5475,Ally,Malott,Ally Malott,cb55c1f8-70f9-4b74-bdc7-db7c356bf9d2,3,50.0,0.5,0.0,0,3,0,1,0,0,0,2,1,0,15:58,7807,958.0
5477,Zoi,Dimitrakou,Zoi Dimitrakou,fc65f4af-9870-4cdc-8137-fe298478b298,3,0.0,0.0,100.0,1,1,0,0,0,0,0,1,1,0,7:30,7807,450.0
5478,Kia,Vaughn,Kia Vaughn,0a47c7f6-f94c-4ddb-b8da-407a861ea796,7,100.0,0.375,0.0,2,3,2,0,0,0,0,1,1,0,19:14,7807,1154.0
5479,Kahleah,Copper,Kahleah Copper,6434f048-1c61-4a79-a990-73f51f46245e,10,0.0,0.41700000000000004,0.0,0,4,1,2,3,0,0,2,1,0,29:01:00,7807,1741.0
5480,Chelsea,Gray,Chelsea Gray,ca6b54e3-612d-4523-9582-b88e675f58de,8,100.0,0.75,0.0,1,1,0,1,3,0,0,0,0,1,17:35,7807,1055.0
5481,Nneka,Ogwumike,Nneka Ogwumike,e49da6d1-dd65-44f9-9a5f-d60010d8c384,10,100.0,0.5710000000000001,0.0,4,2,0,0,3,0,0,2,0,1,26:35:00,7807,1595.0
5482,Essence,Carson,Essence Carson,3e053532-93c1-4ac4-90b2-31b2a64cabbe,4,0.0,0.667,0.0,2,1,0,1,1,0,0,2,0,1,13:31,7807,811.0
5483,Evgenia,Belyakova,Evgenia Belyakova,355e27ac-5fbf-468a-82eb-9c87ac340e16,0,0.0,0.0,0.0,3,5,0,4,2,0,0,1,0,1,17:30,7807,1050.0
5484,Ana,Dabovic,Ana Dabovic,3437f72c-0b9a-43e2-aea2-39201c8e9190,9,75.0,1.0,0.0,5,0,0,3,1,0,0,1,0,1,19:18,7807,1158.0
5485,Jelena,Dubljevic,Jelena Dubljevic,a4d2a283-c59b-45a5-b679-dec96f2ddbaf,7,100.0,0.5,50.0,1,1,0,0,0,0,0,1,0,1,10:18,7807,618.0
5486,Ann,Wauters,Ann Wauters,0993a973-078a-4be3-b9c2-d2d97cb9240d,7,50.0,1.0,0.0,0,1,0,0,1,0,0,1,0,1,9:31,7807,571.0
5487,Whitney,Knight,Whitney Knight,b3905310-095a-4765-b247-19ac1adcb91a,3,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,1,4:14,7807,254.0
5488,Candace,Parker,Candace Parker,e2992444-14b7-4cc1-9880-a874e676d7fd,8,50.0,0.25,50.0,6,9,1,2,2,0,0,3,0,1,21:23,7807,1283.0
5489,Alana,Beard,Alana Beard,edea0ce9-bdc7-484a-98b1-ac166c1ce240,10,100.0,0.429,0.0,3,3,0,5,2,0,0,0,0,1,21:18,7807,1278.0
5490,Kristi,Toliver,Kristi Toliver,12292e57-db16-407e-a936-d6fe4d0f0bb4,19,0.0,1.0,83.3,3,2,1,1,1,0,0,0,0,1,23:37,7807,1417.0
5491,Jantel,Lavender,Jantel Lavender,694de0b2-2e26-4778-ae03-43d38d915637,12,0.0,0.667,0.0,0,3,0,1,2,0,0,0,0,1,15:10,7807,910.0
5493,Tiffany,Mitchell,Tiffany Mitchell,100f94c5-3a62-4300-98bb-fe587522c2a6,12,100.0,0.5710000000000001,0.0,2,1,0,4,3,0,0,0,1,1,21:33,7608,1293.0
5494,Erica,Wheeler,Erica Wheeler,28361fd5-c935-4025-a709-2c488f53ed8c,2,0.0,0.33299999999999996,0.0,3,2,1,2,3,0,0,3,1,1,21:32,7608,1292.0
5495,Erlana,Larkins,Erlana Larkins,ef6939eb-3ef0-4350-9ace-20b297093373,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,2:28,7608,148.0
5496,Marissa,Coleman,Marissa Coleman,c76cc646-9334-4755-b9ab-b25f3ec30ee9,12,40.0,0.4,40.0,2,1,1,1,5,0,0,3,1,1,26:48:00,7608,1608.0
5497,Brene,Moseley,Brene Moseley,a8bba98c-6080-4955-951a-eec7e5bdc503,2,0.0,0.25,0.0,6,0,0,0,0,0,0,1,1,1,13:50,7608,830.0
5498,Tamika,Catchings,Tamika Catchings,d4b8c33b-7f52-4396-be56-f5e73d5e53a3,14,83.3,0.33299999999999996,100.0,0,5,1,3,3,0,0,3,1,1,27:26:00,7608,1646.0
5499,Devereaux,Peters,Devereaux Peters,b0dc3c9b-b302-4fc9-bf0f-53c4e801727f,12,25.0,0.5710000000000001,50.0,1,3,1,1,1,0,0,1,1,1,21:07,7608,1267.0
5500,Maggie,Lucas,Maggie Lucas,c1188c40-e368-42f7-b36a-b20e4d22bd28,6,100.0,1.0,0.0,0,2,1,0,1,0,0,0,1,1,6:40,7608,400.0
5501,Shenise,Johnson,Shenise Johnson,4548dbb5-f950-4ec2-8cc2-0ba120fa8678,12,80.0,0.5,0.0,3,7,2,3,1,0,0,3,1,1,29:52:00,7608,1792.0
5502,Lynetta,Kizer,Lynetta Kizer,e80a4aea-d9a2-4974-ba79-c03b6165daa0,12,80.0,0.667,0.0,1,4,3,1,3,0,0,2,1,1,13:27,7608,807.0
5503,Natalie,Achonwa,Natalie Achonwa,b173abc9-12ff-4248-8983-06a87eaff340,10,80.0,0.75,0.0,1,2,1,2,4,0,0,1,1,1,15:17,7608,917.0
5504,Tiffany,Hayes,Tiffany Hayes,f24ac568-77f4-4344-84a7-7fde145dda84,19,62.5,0.8,66.7,0,3,0,2,3,0,0,5,0,0,30:36:00,7608,1836.0
5505,Layshia,Clarendon,Layshia Clarendon,b77b40a2-5844-48c0-bae2-5067516b2acf,19,80.0,0.857,100.0,2,6,2,1,5,0,0,5,0,0,31:21:00,7608,1881.0
5507,Rachel,Hollivay,Rachel Hollivay,c3f494fd-b481-4a13-8cf1-13d9df694d41,0,0.0,0.0,0.0,0,0,0,0,3,0,0,1,0,0,11:40,7608,700.0
5508,Matee,Ajavon,Matee Ajavon,f2993f12-20e9-4b80-9019-da9c8660c9ee,12,100.0,0.444,0.0,1,1,0,0,2,0,0,1,0,0,11:26,7608,686.0
5509,Elizabeth,Williams,Elizabeth Williams,c8672dba-0deb-4cf1-8304-82365865edaa,2,0.0,0.25,0.0,0,5,1,0,1,0,0,2,0,0,15:19,7608,919.0
5510,Sancho,Lyttle,Sancho Lyttle,fb843667-2e36-428f-a555-bcea00dbb793,1,50.0,0.0,0.0,1,7,2,3,3,0,0,1,0,0,26:27:00,7608,1587.0
5511,Cierra,Burdick,Cierra Burdick,a7fdfaa7-f49a-43d4-a7b7-a11d64e07418,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1:45,7608,105.0
5513,Reshanda,Gray,Reshanda Gray,b658b1a7-4d9b-4189-b5a9-91ff2f1dad12,11,83.3,0.6,0.0,0,7,4,1,1,0,0,1,0,0,11:06,7608,666.0
5514,Meighan,Simmons,Meighan Simmons,a581b191-6da3-4b65-b253-ef90b93a9222,4,0.0,0.667,0.0,1,0,0,0,0,0,0,1,0,0,12:56,7608,776.0
5515,Bria,Holmes,Bria Holmes,57d6cf6c-09ee-4afa-b379-20277cce34d7,2,0.0,0.25,0.0,2,1,1,1,2,0,0,0,0,0,18:31,7608,1111.0
5516,Angel,McCoughtry,Angel McCoughtry,f6424ed9-e483-4de8-b577-a4c494adc002,15,50.0,0.5,0.0,2,8,2,2,6,0,0,4,0,0,28:53:00,7608,1733.0
5517,Penny,Taylor,Penny Taylor,9b056117-b261-4bf6-abab-d66816b55907,15,85.7,0.5,33.3,3,7,1,2,3,0,0,1,1,0,28:26:00,13048,1706.0
5518,Candice,Dupree,Candice Dupree,411a199b-df5a-4ce5-ad15-386dd17e3f4b,4,100.0,0.0,0.0,4,4,0,0,1,0,0,1,1,0,28:05:00,13048,1685.0
5519,Brittney,Griner,Brittney Griner,03e541cb-d11c-4975-b656-f6e7febcda7d,19,87.5,0.545,0.0,0,6,3,0,4,0,1,2,1,0,30:22:00,13048,1822.0
5520,Sonja,Petrovic,Sonja Petrovic,0423a37f-5470-4bc8-965e-3284c7b9e2c1,2,0.0,1.0,0.0,0,1,0,0,3,0,0,2,1,0,11:34,13048,694.0
5521,DeWanna,Bonner,DeWanna Bonner,b262f7f1-1c78-406c-86aa-7ad15122931f,13,100.0,0.5,25.0,0,6,2,1,0,0,0,2,1,0,32:45:00,13048,1965.0
5523,Diana,Taurasi,Diana Taurasi,d9bce234-085d-4b85-be5f-9b7020b82e69,23,100.0,0.25,37.5,6,3,0,1,4,0,0,2,1,0,33:57:00,13048,2037.0
5524,Isabelle,Harrison,Isabelle Harrison,184cc47d-af49-47fb-bcec-c0df1de4813f,2,0.0,0.33299999999999996,0.0,0,1,1,1,2,0,0,1,1,0,9:38,13048,578.0
5525,Alex,Harden,Alex Harden,cb5b869d-00ea-45f1-901a-99890836744c,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,3:15,13048,195.0
5526,Mistie,Bass,Mistie Bass,d15f89e1-5a33-491b-8ff5-c79a8b7d477b,2,0.0,1.0,0.0,1,2,0,1,3,0,0,0,1,0,11:55,13048,715.0
5528,Noelle,Quinn,Noelle Quinn,aa8d7e9a-1006-4091-93cb-4eb7fa52becc,0,0.0,0.0,0.0,1,2,0,0,0,0,0,1,1,0,10:03,13048,603.0
5529,Jewell,Loyd,Jewell Loyd,0825c65d-b903-4dd3-8206-e5f7d31bb2b8,30,75.0,0.6,60.0,2,6,4,2,1,0,0,5,0,1,35:47:00,13048,2147.0
5530,Ramu,Tokashiki,Ramu Tokashiki,10b152cb-6474-45a8-93f2-af491805231f,2,100.0,0.0,0.0,1,2,1,1,4,0,0,2,0,1,11:58,13048,718.0
5531,Alysha,Clark,Alysha Clark,b478ebc6-8b1f-4d39-9707-048d24a88c26,2,100.0,0.0,0.0,3,3,0,0,4,0,0,0,0,1,28:17:00,13048,1697.0
5532,Kaleena,Mosqueda-Lewis,Kaleena Mosqueda-Lewis,7d98a8fc-8d83-4ad0-b945-be8aefc857af,3,50.0,0.5,0.0,2,1,0,0,2,0,0,2,0,1,20:56,13048,1256.0
5537,Breanna,Stewart,Breanna Stewart,6fa763e6-846f-4f9d-a4ce-256d8b328424,14,100.0,0.182,50.0,2,13,2,0,2,0,0,2,0,1,34:53:00,13048,2093.0
5538,Sue,Bird,Sue Bird,98e388da-9dca-4478-975c-a6702f57a9ca,17,83.3,0.0,57.1,4,5,0,1,1,0,0,3,0,1,34:22:00,13048,2062.0
5539,Crystal,Langhorne,Crystal Langhorne,8305dae8-d67f-48ce-8ba1-e892bd7c4339,11,75.0,0.5,0.0,1,7,1,1,2,0,0,0,0,1,26:11:00,13048,1571.0
5540,Markeisha,Gatling,Markeisha Gatling,8a82ef81-891a-4e96-9446-b07020361f79,2,0.0,0.5,0.0,0,2,2,0,5,0,0,2,0,1,7:35,13048,455.0
5542,Carolyn,Swords,Carolyn Swords,91369e98-52c7-4c2d-8489-fcc626aee7d1,8,66.7,0.6,0.0,0,5,3,0,0,0,0,0,1,0,18:24,9417,1104.0
5543,Lindsey,Harding,Lindsey Harding,bfe183d3-6ddd-4f67-aa15-104045409202,2,0.0,0.25,0.0,4,4,1,0,2,0,0,2,1,0,28:31:00,9417,1711.0
5544,Amanda,Zahui B.,Amanda Zahui B.,075888e0-4efc-4d52-8ea0-1943a87e8bfb,2,100.0,0.0,0.0,0,2,1,0,0,0,0,1,1,0,6:47,9417,407.0
5545,Shoni,Schimmel,Shoni Schimmel,e8487277-d4a8-48c3-82fb-ce03d6b4b5d4,3,0.0,0.0,50.0,1,1,0,0,1,0,0,1,1,0,6:01,9417,361.0
5546,Tina,Charles,Tina Charles,7797aa88-28c4-4a34-bb63-1af7f8d80ec0,17,0.0,0.33299999999999996,50.0,3,16,2,3,3,0,0,4,1,0,37:44:00,9417,2264.0
5547,Tanisha,Wright,Tanisha Wright,c8f2398d-ee12-4935-b481-1a0b3a955a9d,10,66.7,0.4,0.0,4,1,0,1,0,0,0,2,1,0,25:30:00,9417,1530.0
5548,Kiah,Stokes,Kiah Stokes,d3e817a8-9e72-44c2-a422-9d44a0b214d0,6,0.0,0.5,0.0,0,10,3,0,2,0,0,1,1,0,28:47:00,9417,1727.0
5549,Sugar,Rodgers,Sugar Rodgers,07e0c644-8280-4e74-8546-0c9343f824e8,13,50.0,0.33299999999999996,20.0,1,9,2,1,3,0,0,1,1,0,39:17:00,9417,2357.0
5550,Brittany,Boyd,Brittany Boyd,27200429-fc99-425b-9e2d-3f181f802181,9,62.5,0.667,0.0,0,1,0,0,3,0,0,0,1,0,16:09,9417,969.0
5551,Shavonte,Zellous,Shavonte Zellous,63f2ed0d-80ea-404a-8ab6-2f4b25d1a827,2,100.0,0.0,0.0,2,5,2,1,4,0,0,3,1,0,17:51,9417,1071.0
5553,Ana,Dabovic,Ana Dabovic,3437f72c-0b9a-43e2-aea2-39201c8e9190,4,0.0,0.4,0.0,3,1,0,0,4,0,0,1,0,1,16:37,9417,997.0
5554,Ann,Wauters,Ann Wauters,0993a973-078a-4be3-b9c2-d2d97cb9240d,0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,1,4:07,9417,247.0
5555,Alana,Beard,Alana Beard,edea0ce9-bdc7-484a-98b1-ac166c1ce240,6,0.0,0.6,0.0,0,4,0,4,3,0,0,2,0,1,31:22:00,9417,1882.0
5556,Essence,Carson,Essence Carson,3e053532-93c1-4ac4-90b2-31b2a64cabbe,4,0.0,0.33299999999999996,0.0,0,2,1,0,3,0,0,1,0,1,18:44,9417,1124.0
5557,Chelsea,Gray,Chelsea Gray,ca6b54e3-612d-4523-9582-b88e675f58de,4,0.0,0.667,0.0,1,2,0,0,1,0,0,1,0,1,6:38,9417,398.0
5558,Nneka,Ogwumike,Nneka Ogwumike,e49da6d1-dd65-44f9-9a5f-d60010d8c384,25,85.7,0.615,50.0,1,15,6,3,4,0,0,1,0,1,36:51:00,9417,2211.0
5559,Jelena,Dubljevic,Jelena Dubljevic,a4d2a283-c59b-45a5-b679-dec96f2ddbaf,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,1:37,9417,97.0
5560,Evgenia,Belyakova,Evgenia Belyakova,355e27ac-5fbf-468a-82eb-9c87ac340e16,6,100.0,0.33299999999999996,25.0,0,1,0,2,3,0,0,2,0,1,23:10,9417,1390.0
5562,Kristi,Toliver,Kristi Toliver,12292e57-db16-407e-a936-d6fe4d0f0bb4,13,100.0,0.33299999999999996,25.0,3,2,0,1,1,0,0,0,0,1,32:30:00,9417,1950.0
5563,Candace,Parker,Candace Parker,e2992444-14b7-4cc1-9880-a874e676d7fd,14,0.0,0.28600000000000003,40.0,3,12,0,2,1,0,0,2,0,1,38:02:00,9417,2282.0
5564,Jantel,Lavender,Jantel Lavender,694de0b2-2e26-4778-ae03-43d38d915637,3,50.0,0.125,0.0,1,4,3,0,1,0,0,1,0,1,15:23,9417,923.0
5565,Camille,Little,Camille Little,9951fcfb-8d31-44e5-ba85-c41ed724763d,11,75.0,0.5710000000000001,0.0,2,1,1,1,4,0,0,2,1,0,21:17,6022,1277.0
5566,Kelsey,Bone,Kelsey Bone,93a6bb0d-9500-436e-89b4-33bc8ca6909c,12,100.0,0.444,0.0,2,10,3,2,4,0,0,2,1,0,33:30:00,6022,2010.0
5567,Jonquel,Jones,Jonquel Jones,8a438358-fbe0-4797-921f-add82eddf789,3,50.0,1.0,0.0,0,3,0,0,2,0,0,1,1,0,8:05,6022,485.0
5568,Jasmine,Thomas,Jasmine Thomas,0ac8d024-ec11-4809-83f4-6277c1252617,13,50.0,0.308,16.7,7,9,2,3,3,0,0,1,1,0,40:10:00,6022,2410.0
5569,Aneika,Henry-Morello,Aneika Henry-Morello,2de359cb-081f-4275-9b91-fef22be654fd,2,0.0,0.5,0.0,0,1,0,0,1,0,0,2,1,0,3:25,6022,205.0
5570,Shekinna,Stricklen,Shekinna Stricklen,fec2625c-b15d-4dcf-b476-78456c3572b6,2,66.7,0.0,0.0,1,0,0,0,0,0,0,0,1,0,11:17,6022,677.0
5571,Alyssa,Thomas,Alyssa Thomas,87a32879-a19b-4603-86ce-1c8b0e4484ad,18,60.0,0.545,0.0,0,4,3,3,3,1,0,2,1,0,33:43:00,6022,2023.0
5572,Kelly,Faris,Kelly Faris,cb9c30c7-a8d6-4377-bfb6-065425e07322,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,4:11,6022,251.0
5573,Alex,Bentley,Alex Bentley,208ce658-9579-408a-92b5-9c69a950f1be,8,0.0,0.16699999999999998,28.6,6,3,2,2,5,0,0,4,1,0,36:03:00,6022,2163.0
5574,Rachel,Banham,Rachel Banham,30d46238-d1eb-476d-a526-4e2203474106,0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1,0,9:35,6022,575.0
5575,Morgan,Tuck,Morgan Tuck,58baa67f-6372-407c-b061-321934358331,5,50.0,0.5,0.0,1,0,0,0,2,0,0,0,1,0,10:08,6022,608.0
5576,Chiney,Ogwumike,Chiney Ogwumike,26c1455a-af5d-46b0-b2c6-6c804033ccc7,2,0.0,0.33299999999999996,0.0,0,6,2,2,3,0,0,2,1,0,13:36,6022,816.0
5577,Kahleah,Copper,Kahleah Copper,6434f048-1c61-4a79-a990-73f51f46245e,3,50.0,1.0,0.0,0,4,0,1,2,0,0,4,0,1,25:21:00,6022,1521.0
5579,Tayler,Hill,Tayler Hill,55c633f8-a460-43f9-b16d-9157bb1f1abc,24,90.9,0.5,50.0,7,4,0,1,3,0,0,2,0,1,39:21:00,6022,2361.0
5580,Ally,Malott,Ally Malott,cb55c1f8-70f9-4b74-bdc7-db7c356bf9d2,0,0.0,0.0,0.0,0,1,0,0,2,0,0,2,0,1,8:16,6022,496.0
5581,Tianna,Hawkins,Tianna Hawkins,91d7d573-663f-4d1d-98f7-64644f25a896,3,50.0,0.33299999999999996,0.0,0,5,2,0,3,0,0,1,0,1,9:39,6022,579.0
5582,Bria,Hartley,Bria Hartley,1213c08d-c297-4cc2-8a9c-f2f16d5786db,16,75.0,0.625,20.0,1,6,2,3,2,0,0,5,0,1,38:46:00,6022,2326.0
5583,Tierra,Ruffin-Pratt,Tierra Ruffin-Pratt,5035df5c-a727-478f-b7c9-41bd806d4d5c,9,66.7,0.25,50.0,2,2,0,1,5,0,0,1,0,1,23:16,6022,1396.0
5585,Kia,Vaughn,Kia Vaughn,0a47c7f6-f94c-4ddb-b8da-407a861ea796,6,100.0,0.667,0.0,0,4,2,1,3,0,0,1,0,1,15:04,6022,904.0
5587,Stefanie,Dolson,Stefanie Dolson,776e2238-8340-4425-ab90-ba69e1bc7441,9,50.0,0.5,0.0,1,5,1,0,3,0,0,1,0,1,30:31:00,6022,1831.0
5589,Emma,Meesseman,Emma Meesseman,7ae3b3fc-2bf3-4600-abd6-c5511f140246,14,83.3,0.375,50.0,3,4,0,1,3,0,0,3,0,1,34:46:00,6022,2086.0
5590,Theresa,Plaisance,Theresa Plaisance,462f199b-4d49-40fd-acfd-88d06a77da50,0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,1,1,5:50,7275,350.0
5591,Odyssey,Sims,Odyssey Sims,50eab91c-a616-4b89-832e-e17ac12708a8,23,91.7,0.375,33.3,3,3,1,0,3,0,0,3,1,1,31:35:00,7275,1895.0
5592,Erin,Phillips,Erin Phillips,3358e483-cecc-4719-a64e-189bcbaff3d0,7,75.0,1.0,0.0,4,2,1,0,2,0,0,0,1,1,22:16,7275,1336.0
5594,Aerial,Powers,Aerial Powers,849170da-3a64-47f6-a912-818a3feceb4c,12,50.0,0.556,0.0,1,4,3,1,1,0,0,3,1,1,19:00,7275,1140.0
5595,Skylar,Diggins,Skylar Diggins,7c9b7ef1-edd2-4f69-a627-f321d662365d,1,25.0,0.0,0.0,0,0,0,1,2,0,0,2,1,1,11:40,7275,700.0
5596,Ruth,Hamblin,Ruth Hamblin,a41bdf68-b7bd-4588-9009-8c82010a6bf0,4,0.0,1.0,0.0,1,1,0,1,1,0,0,0,1,1,10:21,7275,621.0
5597,Karima,Christmas,Karima Christmas,22d685d3-a4ec-4a64-a092-d48e2ea3274c,14,85.7,0.5710000000000001,0.0,1,6,3,0,0,0,0,2,1,1,29:33:00,7275,1773.0
5598,Courtney,Paris,Courtney Paris,b996b562-f689-4540-818d-16ca3e549f68,8,0.0,0.5710000000000001,0.0,1,15,5,0,5,0,0,2,1,1,23:15,7275,1395.0
5599,Brianna,Kiesel,Brianna Kiesel,1600531a-a1e2-4499-8e6f-8e8ff0b33640,2,0.0,0.5,0.0,1,0,0,0,1,0,0,0,1,1,6:45,7275,405.0
5600,Plenette,Pierson,Plenette Pierson,e7af74dd-7ef4-435b-a3b9-97d23fb5cd91,11,33.3,0.41700000000000004,0.0,1,5,1,0,3,0,0,0,1,1,29:38:00,7275,1778.0
5601,Jordan,Hooper,Jordan Hooper,fba8045d-57d6-4428-92c7-8ed6c19b0f0a,0,0.0,0.0,0.0,0,5,0,0,0,0,0,0,1,1,10:07,7275,607.0
5602,Haley,Peters,Haley Peters,948bbd7b-a34a-442d-9e47-c6dda46ea10a,0,0.0,0.0,0.0,1,3,0,0,1,0,0,1,0,0,12:57,7275,777.0
5603,Moriah,Jefferson,Moriah Jefferson,564b47ed-ae1e-442b-b949-82164f36b079,5,0.0,0.16699999999999998,50.0,2,0,0,0,3,0,0,1,0,0,21:16,7275,1276.0
